PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_KELUARGA,JUMLAH_SASARAN,JUMLAH_KRS,PENERIMA_BAAS,PENERIMA_BANTUAN_PANGAN,JUMLAH_BALITA_STUNTING,SUMBER_AIR_MINUM,SANITASI,TERLALU_MUDA,TERLALU_TUA,TERLALU_DEKAT,TERLALU_BANYAK,KB_MODERN,CATIN_SASARAN,CATIN_TERDAMPINGI,CATIN_TIDAK_TERDAMPINGI,CATIN_BERESIKO,BUMIL_SASARAN,BUMIL_TERDAMPINGI,BUMIL_TIDAK_TERDAMPINGI,BUMIL_BERESIKO,PASCASALIN_SASARAN,PASCASALIN_TERDAMPINGI,PASCASALIN_TIDAK_TERDAMPINGI,PASCASALIN_BERESIKO,BADUTA_SASARAN,BADUTA_TERDAMPINGI,BADUTA_TIDAK_TERDAMPINGI,BADUTA_BERESIKO,BULAN,
SULAWESI BARAT,POLEWALI,BALANIPA,SABANG SUBIK,835,416,190,,,,16,46,4,95,14,205,243,3,0,3,0,23,0,23,0,22,0,22,0,53,0,53,0,JANUARI,
SULAWESI BARAT,POLEWALI,BALANIPA,TAMANGGALLE,659,373,174,,,,16,71,8,78,13,142,218,2,0,2,0,26,1,25,1,25,0,25,0,68,3,65,0,JANUARI,
SULAWESI BARAT,POLEWALI,BALANIPA,TAMMAJARRA,502,299,126,,,,10,35,12,57,6,118,144,2,0,2,0,24,0,24,0,23,0,23,0,79,0,79,0,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,AMASSANGAN,917,576,324,,,,160,110,3,128,5,272,278,4,0,4,0,27,0,27,0,26,0,26,0,74,1,73,1,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,AMOLA,477,300,73,,,,5,9,1,68,1,93,148,2,0,2,0,7,0,7,0,7,0,7,0,33,0,33,0,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,BATETANGNGA,1452,902,468,,,,214,124,6,216,6,366,517,6,0,6,0,7,5,2,5,7,0,7,0,50,7,43,1,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,KALEOK,364,245,55,,,,12,9,2,73,1,100,91,1,1,0,1,8,0,8,0,8,0,8,0,21,1,20,1,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,KUAJANG,743,489,170,,,,8,69,5,112,12,229,215,4,0,4,0,28,0,28,0,27,0,27,0,53,0,53,0,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,MAMMI,500,363,120,,,,15,88,5,77,9,128,109,2,0,2,0,11,0,11,0,11,0,11,0,84,0,84,0,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,MIRRING,890,540,181,,,,7,23,8,129,2,200,328,4,0,4,0,9,2,7,2,9,0,9,0,56,0,56,0,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,PAKU,757,380,230,,,,16,127,1,89,1,155,255,3,1,2,1,6,0,6,0,6,1,5,0,26,0,26,0,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,REA,863,476,236,,,,13,163,2,98,4,187,254,3,2,1,2,19,0,19,0,18,0,18,0,56,1,55,0,JANUARI,
SULAWESI BARAT,POLEWALI,BINUANG,TONYAMAN,1432,861,299,,,,11,190,19,199,13,303,317,6,0,6,0,35,0,35,0,34,0,34,0,142,0,142,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,BULO,248,156,47,,,,1,17,3,32,1,45,56,1,0,1,0,6,0,6,0,6,0,6,0,30,0,30,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,DAALA TIMUR,242,180,29,,,,0,11,11,32,0,78,36,1,0,1,0,6,0,6,0,6,0,6,0,18,0,18,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,IHING,259,198,60,,,,2,15,9,36,2,69,94,1,0,1,0,4,0,4,0,4,0,4,0,23,0,23,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,KAROMBANG,328,225,127,,,,2,102,11,53,4,77,84,1,0,1,0,12,0,12,0,12,0,12,0,39,0,39,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,LENGGO,129,86,76,,,,45,47,0,16,1,37,45,1,0,1,0,5,0,5,0,5,0,5,0,0,2,-2,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,PATAMBANUA,262,210,60,,,,31,50,13,38,3,93,23,1,0,1,0,8,0,8,0,8,0,8,0,38,0,38,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,PULLIWA,777,508,270,,,,72,178,12,124,9,131,197,2,0,2,0,27,2,25,0,26,0,26,0,79,0,79,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,SABURA,138,94,27,,,,1,8,5,19,0,39,40,0,0,0,0,6,0,6,0,6,0,6,0,2,0,2,0,JANUARI,
SULAWESI BARAT,POLEWALI,BULO,SEPPORRAKI,256,158,29,,,,0,21,8,25,2,27,28,1,0,1,0,7,1,6,1,7,0,7,0,25,0,25,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,BONDE,1284,542,254,,,,2,60,3,149,10,230,352,5,0,5,0,18,0,18,0,17,0,17,0,38,0,38,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,BOTTO,685,445,135,,,,12,19,8,100,6,173,204,3,1,2,1,23,12,11,1,22,0,22,0,47,2,45,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,GATTUNGAN,545,368,174,,,,0,105,19,83,2,107,222,2,1,1,0,21,0,21,0,20,0,20,0,52,6,46,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,KATUMBANGAN,1302,734,399,,,,85,210,9,155,10,254,438,4,1,3,1,39,8,31,6,38,0,38,1,59,3,56,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,KATUMBANGAN LEMO,1027,560,409,,,,46,348,4,116,12,172,362,3,0,3,0,23,3,20,2,22,0,22,0,62,2,60,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,KENJE,864,452,180,,,,17,46,10,112,10,177,248,2,5,-3,4,14,1,13,1,14,0,14,0,79,0,79,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,LAGI-AGI,779,409,187,,,,1,101,9,104,3,169,202,3,0,3,0,18,1,17,0,17,0,17,0,28,4,24,1,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,LALIKO,829,540,206,,,,9,81,11,111,16,230,301,4,3,1,3,42,9,33,0,41,0,41,0,138,10,128,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,LAMPOKO,959,597,254,,,,14,48,4,124,11,238,400,4,0,4,0,24,3,21,2,23,0,23,0,53,0,53,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,LAPEO,1004,564,323,,,,2,111,14,121,16,236,419,3,0,3,0,24,17,7,14,23,0,23,0,104,0,104,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,ONGKO,518,273,256,,,,224,124,2,54,3,92,217,2,1,1,1,5,6,-1,6,5,0,5,0,32,3,29,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,PADANG,278,139,39,,,,14,15,5,23,1,32,49,1,0,1,0,7,0,7,0,7,0,7,0,30,0,30,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,PADANG TIMUR,479,252,177,,,,101,37,5,61,11,116,170,2,0,2,0,12,0,12,0,12,0,12,0,45,0,45,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,PANYAMPA,653,438,236,,,,2,158,16,95,16,164,256,3,2,1,1,33,0,33,0,32,0,32,0,129,0,129,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,PAPPANG,642,315,98,,,,1,37,3,73,4,133,157,3,0,3,0,15,6,9,5,15,0,15,0,51,0,51,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,PARAPPE,997,519,229,,,,7,52,3,118,12,239,326,4,1,3,1,27,12,15,5,26,0,26,0,33,0,33,0,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,SUMARRANG,1298,799,537,,,,226,316,23,156,14,288,526,5,0,5,0,37,3,34,2,36,0,36,0,103,1,102,1,JANUARI,
SULAWESI BARAT,POLEWALI,CAMPALAGIAN,SURUANG,595,291,96,,,,0,21,5,58,9,103,180,2,2,0,2,10,0,10,0,10,0,10,0,52,0,52,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,LEMBANG LEMBANG,925,421,318,,,,282,67,1,97,7,191,144,3,0,3,0,10,0,10,0,10,0,10,0,54,1,53,1,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,LIMBORO,632,269,192,,,,170,59,6,80,10,118,123,2,0,2,0,26,0,26,0,25,0,25,0,53,2,51,1,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,NAPO,610,305,125,,,,29,57,8,63,3,124,117,2,0,2,0,15,0,15,0,15,0,15,0,68,0,68,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,PALECE,466,220,175,,,,168,26,2,56,6,81,51,1,0,1,0,16,0,16,0,16,0,16,0,41,1,40,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,PENDULANGAN,214,121,60,,,,12,28,7,19,2,49,63,1,0,1,0,3,0,3,0,3,0,3,0,31,0,31,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,RENGGEANG,430,221,159,,,,129,21,7,50,5,80,109,1,0,1,0,8,0,8,0,8,0,8,0,52,0,52,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,SALARRI,279,172,103,,,,32,37,9,27,4,84,103,1,0,1,0,11,0,11,0,11,0,11,0,38,1,37,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,SAMASUNDU,533,237,74,,,,34,22,6,48,3,101,64,2,0,2,0,9,1,8,0,9,0,9,0,43,0,43,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,TANDASURA,478,282,145,,,,36,119,6,62,5,113,78,1,1,0,1,15,0,15,0,15,0,15,0,53,0,53,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,TANGAN BARU,344,160,73,,,,19,29,1,39,3,58,69,1,0,1,0,7,0,7,0,7,0,7,0,33,0,33,0,JANUARI,
SULAWESI BARAT,POLEWALI,LIMBORO,TODANG TODANG,251,124,117,,,,114,9,2,26,5,49,90,1,0,1,0,5,0,5,0,5,0,5,0,27,0,27,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,BARU,1147,650,282,,,,25,90,4,136,7,271,397,4,0,4,0,26,2,24,1,25,0,25,0,24,0,24,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,BATUPANGA,943,552,360,,,,82,269,4,121,7,194,298,3,0,3,0,11,0,11,0,11,0,11,0,29,0,29,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,BATUPANGA DAALA,760,450,265,,,,113,130,5,88,7,211,177,3,3,0,3,30,0,30,0,29,0,29,0,48,0,48,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,LUYO,553,327,90,,,,22,27,8,88,4,132,98,2,0,2,0,15,0,15,0,15,0,15,0,55,0,55,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,MAMBU,683,410,167,,,,5,60,9,95,5,169,220,2,0,2,0,20,0,20,0,19,0,19,0,33,0,33,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,MAPILI BARAT,776,398,178,,,,5,62,7,83,6,199,211,3,0,3,0,38,0,38,0,37,0,37,0,62,0,62,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,PUCCADI,515,290,105,,,,3,29,2,56,5,138,142,2,0,2,0,10,0,10,0,10,1,9,1,12,1,11,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,PUSSUI,568,348,126,,,,26,56,13,79,6,118,128,2,0,2,0,22,0,22,0,21,0,21,0,68,0,68,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,PUSSUI BARAT,319,204,168,,,,88,104,2,40,4,86,110,1,0,1,0,12,0,12,0,12,0,12,0,30,0,30,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,SAMBALI WALI,721,412,224,,,,34,163,11,89,5,145,185,2,0,2,0,25,1,24,0,24,6,18,1,48,5,43,0,JANUARI,
SULAWESI BARAT,POLEWALI,LUYO,TENGGELANG,990,559,417,,,,54,315,8,147,10,248,276,4,0,4,0,22,0,22,0,21,0,21,0,52,0,52,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,BEROANGIN,563,378,153,,,,61,52,7,84,7,129,154,2,0,2,0,13,1,12,1,13,0,13,0,59,0,59,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,BONNE BONNE,557,298,88,,,,11,10,4,68,6,118,148,2,0,2,0,14,1,13,0,14,1,13,1,38,1,37,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,BONRA,828,420,169,,,,26,27,1,106,7,190,234,3,0,3,0,23,4,19,0,22,4,18,1,34,0,34,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,BUKU,622,330,117,,,,51,38,3,70,7,148,99,2,0,2,0,6,0,6,0,6,0,6,0,30,0,30,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,KURMA,936,554,198,,,,53,31,6,122,8,229,271,3,0,3,0,10,19,-9,19,10,5,5,7,23,0,23,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,LANDI KANUSUANG,921,579,334,,,,257,61,12,124,4,166,247,2,0,2,0,32,1,31,1,31,0,31,0,47,0,47,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,MAPILI,523,287,157,,,,2,44,1,68,3,137,210,3,3,0,1,9,0,9,0,9,2,7,2,3,0,3,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,RAPPANG BARAT,771,461,57,,,,0,15,2,94,5,171,133,1,0,1,0,10,3,7,0,10,9,1,0,76,1,75,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,RUMPA,814,455,188,,,,27,60,5,100,8,129,253,3,1,2,1,12,2,10,2,12,0,12,0,63,0,63,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,SATTOKO,174,110,19,,,,2,2,2,24,2,42,33,3,0,3,0,3,1,2,1,3,1,2,0,14,2,12,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,SEGERANG,433,260,64,,,,4,39,3,49,5,87,58,1,1,0,1,12,1,11,0,12,0,12,0,41,0,41,0,JANUARI,
SULAWESI BARAT,POLEWALI,MAPILLI,UGIBARU,790,429,183,,,,11,37,1,114,7,180,251,3,0,3,0,15,1,14,0,15,0,15,0,50,1,49,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATAKALI,BARUMBUNG,693,425,155,,,,2,63,0,116,5,185,183,2,0,2,0,18,0,18,0,17,0,17,0,28,0,28,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATAKALI,BUNGA-BUNGA,358,214,31,,,,4,13,6,57,3,70,45,1,0,1,0,16,0,16,0,16,0,16,0,38,0,38,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATAKALI,INDOMAKKOMBONG,1090,623,148,,,,48,15,7,154,2,190,196,3,1,2,1,12,0,12,0,12,0,12,0,55,0,55,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATAKALI,MATAKALI,878,520,154,,,,2,24,0,124,6,195,274,4,1,3,1,22,0,22,0,21,0,21,0,32,0,32,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATAKALI,PASIANG,1175,723,250,,,,23,97,3,165,8,305,311,4,2,2,2,39,0,39,0,38,0,38,0,31,0,31,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATAKALI,PETAMPANUA,1438,810,485,,,,15,313,4,192,10,330,512,6,1,5,1,27,0,27,0,26,0,26,0,22,0,22,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATAKALI,TONROLIMA,820,476,193,,,,81,54,3,118,6,196,186,2,0,2,0,26,0,26,0,25,0,25,0,38,0,38,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATANGNGA,BA'BA TAPUA,92,86,58,,,,45,41,2,23,0,9,33,0,0,0,0,8,0,8,0,8,1,7,1,0,1,-1,1,JANUARI,
SULAWESI BARAT,POLEWALI,MATANGNGA,KATIMBANG,150,110,94,,,,89,18,0,23,0,39,34,1,0,1,0,4,0,4,0,4,0,4,0,1,0,1,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATANGNGA,LILLI,194,142,33,,,,0,14,5,24,0,50,38,1,0,1,0,5,0,5,0,5,0,5,0,16,0,16,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATANGNGA,MAMBU TAPUA,186,126,41,,,,21,20,10,17,2,29,35,1,1,0,1,4,0,4,0,4,0,4,0,20,0,20,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATANGNGA,MATANGNGA,244,154,52,,,,4,8,0,27,3,55,92,1,0,1,0,2,0,2,0,2,0,2,0,14,0,14,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATANGNGA,RANGOAN,198,128,84,,,,56,29,0,29,0,37,119,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,JANUARI,
SULAWESI BARAT,POLEWALI,MATANGNGA,TAPUA,340,229,217,,,,204,34,4,55,3,81,43,1,0,1,0,9,0,9,0,9,0,9,0,31,1,30,1,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,DARMA,1979,1077,398,,,,26,86,4,293,9,487,586,9,0,9,0,40,0,40,0,39,0,39,0,65,0,65,0,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,LANTORA,1437,787,274,,,,6,67,13,182,18,268,465,5,1,4,1,29,0,29,0,28,0,28,0,115,1,114,0,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,MADATE,2197,1227,572,,,,15,263,13,319,33,456,764,8,1,7,1,36,0,36,0,35,0,35,0,175,4,171,4,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,MANDING,1107,783,352,,,,36,151,4,217,17,287,424,4,0,4,0,39,0,39,0,38,0,38,0,71,0,71,0,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,PEKKABATA,1223,642,209,,,,5,5,1,176,7,247,389,5,1,4,1,20,0,20,0,19,0,19,0,26,0,26,0,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,POLEWALI,1532,874,377,,,,40,187,8,200,20,323,455,8,0,8,0,31,0,31,0,30,0,30,0,154,0,154,0,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,SULEWATANG,1121,657,300,,,,87,143,10,161,10,263,264,4,0,4,0,32,5,27,2,31,0,31,1,106,1,105,0,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,TAKATIDUNG,1485,846,386,,,,1,225,0,223,9,342,431,6,1,5,1,26,1,25,0,25,0,25,0,73,0,73,0,JANUARI,
SULAWESI BARAT,POLEWALI,POLEWALI,WATTANG,1042,557,266,,,,0,147,0,136,6,233,334,5,0,5,0,15,0,15,0,15,0,15,0,46,0,46,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,BANATO REJO,648,416,164,,,,144,51,6,63,1,82,46,2,0,2,0,18,0,18,0,17,0,17,0,52,0,52,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,BATU,365,229,106,,,,85,29,5,53,1,74,60,1,0,1,0,7,0,7,0,7,0,7,0,31,0,31,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,BUSSU,358,222,71,,,,16,35,5,53,0,74,54,1,0,1,0,8,1,7,1,8,0,8,0,48,3,45,1,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,DAKKA,560,372,109,,,,2,28,4,99,3,102,188,2,0,2,0,20,0,20,0,19,0,19,0,52,0,52,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,JAMBU MALEA,477,324,103,,,,24,39,3,66,8,144,97,2,0,2,0,11,0,11,0,11,0,11,0,67,0,67,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,KALIMBUA,412,292,81,,,,8,50,10,65,1,87,84,1,0,1,0,14,0,14,0,14,0,14,0,42,0,42,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,KURRAK,182,117,69,,,,59,27,0,33,0,40,29,1,0,1,0,7,0,7,0,7,0,7,0,18,0,18,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,PALATTA,467,320,112,,,,22,58,3,78,5,90,97,2,0,2,0,12,0,12,0,12,0,12,0,39,1,38,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,PELITAKAN,551,295,115,,,,68,20,1,81,3,97,117,2,0,2,0,5,0,5,0,5,0,5,0,45,0,45,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,RAPPANG,653,417,180,,,,29,101,12,88,3,131,171,2,0,2,0,19,0,19,0,18,0,18,0,70,0,70,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,RISO,615,409,198,,,,35,105,2,102,1,151,193,2,0,2,0,21,0,21,0,20,0,20,0,31,0,31,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,TAPANGO,718,473,157,,,,7,63,3,116,5,150,234,3,0,3,0,12,0,12,0,12,0,12,0,32,0,32,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,TAPANGO BARAT,477,312,128,,,,43,38,3,57,5,108,141,2,0,2,0,16,1,15,0,16,0,16,0,51,1,50,0,JANUARI,
SULAWESI BARAT,POLEWALI,TAPANGO,TUTTULA,255,176,56,,,,14,13,4,30,3,67,81,1,0,1,0,9,0,9,0,9,0,9,0,12,0,12,0,JANUARI,
SULAWESI BARAT,POLEWALI,TINAMBUNG,BATULAYA,520,236,170,,,,69,93,0,61,8,105,117,2,0,2,0,9,6,3,6,9,0,9,0,32,1,31,1,JANUARI,
SULAWESI BARAT,POLEWALI,TINAMBUNG,GALUNG LOMBOK,680,345,227,,,,125,59,7,76,6,166,210,2,0,2,0,27,2,25,2,26,2,24,2,41,0,41,0,JANUARI,
SULAWESI BARAT,POLEWALI,TINAMBUNG,KARAMA,1404,752,314,,,,38,170,13,171,13,300,265,5,0,5,0,33,2,31,2,32,0,32,0,125,2,123,0,JANUARI,
SULAWESI BARAT,POLEWALI,TINAMBUNG,LEKOPADIS,717,339,295,,,,271,57,3,94,5,153,230,2,0,2,0,21,2,19,0,20,0,20,0,35,0,35,0,JANUARI,
SULAWESI BARAT,POLEWALI,TINAMBUNG,SEPABATU,646,290,245,,,,224,48,3,77,3,115,160,2,0,2,0,15,0,15,0,15,0,15,0,52,1,51,0,JANUARI,
SULAWESI BARAT,POLEWALI,TINAMBUNG,TANDUNG,544,288,211,,,,163,92,1,92,4,138,152,2,0,2,0,15,1,14,1,15,0,15,0,57,0,57,0,JANUARI,
SULAWESI BARAT,POLEWALI,TINAMBUNG,TANGNGA TANGNGA,890,485,455,,,,435,83,7,104,14,231,245,3,0,3,0,38,8,30,2,37,1,36,0,67,3,64,0,JANUARI,
SULAWESI BARAT,POLEWALI,TINAMBUNG,TINAMBUNG,1086,423,251,,,,111,70,1,121,14,175,273,3,0,3,0,25,8,17,8,24,1,23,1,45,0,45,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,AMBOPADANG,393,352,84,,,,36,19,6,89,1,95,86,2,0,2,0,28,1,27,1,27,0,27,0,2,0,2,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,ARABUA,252,196,52,,,,13,25,7,42,1,58,80,1,0,1,0,10,1,9,1,10,0,10,0,19,0,19,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,BESOANGIN,245,177,59,,,,0,25,4,46,1,91,68,1,0,1,0,8,0,8,0,8,0,8,0,1,0,1,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,BESOANGIN UTARA,200,166,92,,,,18,75,5,38,0,55,70,1,0,1,0,15,0,15,0,15,0,15,0,22,0,22,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,PEBURRU,394,283,117,,,,62,6,3,67,0,89,145,2,0,2,0,7,0,7,0,7,0,7,0,20,0,20,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,PIRIANG TAPIKO,260,188,87,,,,46,42,2,40,3,76,66,1,0,1,0,13,0,13,0,13,0,13,0,4,0,4,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,PODA,320,216,110,,,,43,59,1,60,4,93,104,2,0,2,0,10,0,10,0,10,0,10,0,34,0,34,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,POLLEWANI,583,423,150,,,,2,68,8,77,5,172,176,2,0,2,0,19,0,19,0,18,0,18,0,32,0,32,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,RATTE,393,337,223,,,,127,118,9,57,3,156,185,2,0,2,0,20,0,20,0,19,0,19,0,3,0,3,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,TALOBA,219,149,114,,,,13,89,5,37,7,88,76,1,0,1,0,10,0,10,0,10,0,10,0,15,0,15,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,TARAMANU,392,278,226,,,,90,170,4,70,3,131,133,2,0,2,0,13,3,10,2,13,0,13,0,9,4,5,4,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,TARAMANU TUA,293,227,135,,,,69,96,3,51,2,92,71,1,0,1,0,8,0,8,0,8,0,8,0,3,0,3,0,JANUARI,
SULAWESI BARAT,POLEWALI,TUTAR,TUBBI,297,217,75,,,,9,15,4,37,0,121,109,1,0,1,0,14,0,14,0,14,0,14,0,13,0,13,0,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,ARJO SARI,598,411,69,,,,1,44,8,88,5,58,114,2,0,2,0,14,1,13,1,14,0,14,0,52,0,52,0,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,BAKKA-BAKKA,524,320,67,,,,7,35,7,64,2,119,85,2,2,0,1,11,0,11,0,11,0,11,0,55,1,54,0,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,BANUA BARU,556,325,76,,,,0,11,0,86,6,107,136,5,1,4,0,7,5,2,2,7,0,7,1,25,0,25,0,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,BUMIAYU,1055,551,79,,,,4,16,6,125,6,99,204,2,1,1,1,16,4,12,0,16,0,16,0,59,0,59,0,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,BUMIMULYO,491,343,46,,,,4,0,6,88,1,64,122,3,0,3,0,15,2,13,0,15,0,15,0,55,2,53,0,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,CAMPURJO,760,432,107,,,,3,15,8,134,8,128,176,9,0,9,0,25,8,17,8,24,0,24,0,69,0,69,0,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,GALESON,790,443,191,,,,5,76,2,111,2,174,230,3,0,3,0,21,0,21,0,20,0,20,0,38,5,33,2,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,KEBUNSARI,715,412,45,,,,6,2,5,83,3,58,114,2,0,2,0,15,0,15,0,15,0,15,0,60,3,57,3,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,NEPO,678,399,159,,,,18,83,5,69,5,152,201,2,2,0,2,15,2,13,2,15,2,13,2,41,0,41,0,JANUARI,
SULAWESI BARAT,POLEWALI,WONOMULYO,SIDODADI,1826,896,322,,,,0,41,5,213,15,322,608,4,1,3,1,24,0,24,0,23,0,23,0,81,0,81,0,JANUARI,
