PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Nama_Sekolah,NPSN,Alamat,Status,Bentuk_Pendidikan,Latitude,Longitude,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,MIS PERGIS BONDE,60724218,JL. AMMANA MAJJU NO. 85 DESA BONDE,SWASTA,MI,-3.445813,119.162482,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,MIS S. Hasan Yamani,69927978,Jl. S. Hasan Yamani,SWASTA,MI,0,0,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,MTS PERGIS CAMPALAGIAN,40605839,JL. Ammana Majju No. 85 Desa Bonde,SWASTA,MTs,-3.4798,119.1455,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KENJE,MTSS AL-IHSAN KENJE,40605841,JL. ELANG NO. 10,SWASTA,MTs,-3.482617,119.175352,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,MTSS AL-IKHLAS LAMPOKO,40605843,"JL. POROS MAJENE KM. 27 LAMPOKO, CAMPALAGIAN",SWASTA,MTs,-3.4428,119.1498,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,MTsS AL-IRSYAD KATUMBANGAN,69788506,JL. POROS BUKU DESA KATUMBANGAN LEMO,SWASTA,MTs,-3.482617,119.109195,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARANG,MTSS AL-MAARIF RONDONGAN,40605842,"JL. POROS RONDONGAN, DESA SUMARRANG",SWASTA,MTs,-3.446942,119.125,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LEMO,MTSS DDI LAPEO,40605837,JALAN POROS MAJENE NO. 101 DESA LAPEO CAMPALAGIAN,SWASTA,MTs,-3.48465,119.158417,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,MTSS MAFTUH MA`ARIF SURUANG,40605840,"SURUANG, CAMPALAGIANG",SWASTA,MTs,-3.488714,119.125,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG TIMUR,MTSS MAR HALIM,69755692,JL. POROS PAKKAMMISANG KAMPUNG BARU,SWASTA,MTs,-3.466,119.1297,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,MTSS S. HASAN YAMANI,40605838,JL. S. HASAN YAMANI NO. 7 DESA PARAPPE CAMPALAGIAN,SWASTA,MTs,-3.445813,119.14645,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,SD NEGERI 001 CAMPALAGIAN,40600877,Jl. Poros Majene,NEGERI,SD,-3.4779,119.1394,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,SD NEGERI 002 CAMPALAGIAN,40600868,Jl.pendidikan No. 27,NEGERI,SD,-3.4796,119.1414,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PAPPANG,SD NEGERI 003 CAMPALAGIAN,40601874,Jl.H.Masdar N0.05,NEGERI,SD,-3.4786,119.1379,
,,,,,,,,,-3.4786,119.1379,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAPEO,SD NEGERI 005 LAPEO,40600916,Jl. Lapangan Garuda,NEGERI,SD,-3.4884,119.1347,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,SD NEGERI 006 LABUANG,40600894,Laliko,NEGERI,SD,-3.5065,119.1191,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,SD NEGERI 007 PARAPPE,40600902,Jl.andi Depu No. 74,NEGERI,SD,-3.477,119.1497,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,SD NEGERI 008 PANYAMPA,40600577,Jl.h.madjid Tongai,NEGERI,SD,-3.4803,119.1538,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LEMO,SD NEGERI 009 KATUMBANGAN,40600596,Katumbangan,NEGERI,SD,-3.4613,119.1844,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,SD NEGERI 010 KATUMBANGAN,40600601,Katumbangan,NEGERI,SD,-3.4496,119.182,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,SD NEGERI 011 RAPPOGADING,40600591,Jl.majene Km. 28,NEGERI,SD,-3.4508,119.1464,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI AGI,SD NEGERI 012 GATTUNGAN,40600581,Dusun Rappogading Matoa,NEGERI,SD,-3.4596,119.1337,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,B O T T O,SD NEGERI 013 BOTTO,40600586,jl poros katumbangan botto,NEGERI,SD,-3.4318,119.1674,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARANG,SD NEGERI 014 SUMARANG,40600605,Lamangeppo,NEGERI,SD,-3.4176,119.0825,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,SD NEGERI 015 BERU-BERU,40600622,beru beru,NEGERI,SD,-3.4446,119.0916,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,SD NEGERI 016 BUTTU,40600626,Paccini,NEGERI,SD,-3.46,119.0842,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI AGI,SD NEGERI 026 BANUA BARU,40602481,Jl.poros Majene,NEGERI,SD,-3.4679,119.1403,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,SD NEGERI 027 LABUANG,40600793,JL POROS MAJENE LABUANG,NEGERI,SD,-3.5077,119.1123,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAPEO,SD NEGERI 028 LAPEO,40600795,Jl. Poros Majene,NEGERI,SD,-3.4886,119.1308,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,B O T T O,SD NEGERI 029 BOTTO,40600566,JL. POROS MAJENE,NEGERI,SD,-3.4292,119.1558,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG TIMUR,SD NEGERI 030 ONGKO,40600797,Jl.poros Ongko,NEGERI,SD,-3.4645,119.1243,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,SD NEGERI 031 KATUMBANGAN,40600800,JL DAENNA PALISERI,NEGERI,SD,-3.4609,119.1783,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,SD NEGERI 032 SUMARANG,40600804,Dusun I Lambe Lotong,NEGERI,SD,-3.4464,119.1189,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,SD NEGERI 033 SURUANG,40600791,Desa Suruang,NEGERI,SD,-3.4814,119.1109,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,SD NEGERI 036 BONDE,40600784,Jl Pemuda No. 36 Dusun Iii,NEGERI,SD,-3.4794,119.143,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,SD NEGERI 037 LALIKO,40600786,Jl. Poros Majene Laliko,NEGERI,SD,-3.4976,119.1211,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,GATTUNGAN,SD NEGERI 038 PANGESORAN,40600575,Pangesoran,NEGERI,SD,-3.4111,119.1358,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,SD NEGERI 039 PANGGALO,40600709,Panggalo,NEGERI,SD,-3.4409,119.1833,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,SD NEGERI 040 PALLUDAI,40600937,PALLUDAI,NEGERI,SD,-3.4635,119.1912,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG,SD NEGERI 042 PADANG DESA,40600942,Padang,NEGERI,SD,-3.4698,119.0993,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARANG,SD NEGERI 043 POMBUTTU,40601893,Pombuttu,NEGERI,SD,-3.4376,119.0872,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,SD NEGERI 045 BERU-BERU,40601536,Beru-beru,NEGERI,SD,-3.458,119.1067,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,SD NEGERI 047 BAURUNG,40601538,Baurung,NEGERI,SD,-3.479,119.1704,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARANG,SD NEGERI 048 PESSUNAN,40600928,JL POROS DUSUN 2 PESSUNAN,NEGERI,SD,-3.4344,119.1111,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PAPPANG,SD NEGERI 050 PAPPANG,40600933,Jl.majene N0.34,NEGERI,SD,-3.4836,119.1376,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,SD NEGERI 051 LAMPOKO,40600949,Jl.majene Km. 27,NEGERI,SD,-3.4427,119.1492,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARANG,SD NEGERI 054 UJUNG GALUNG,69762750,DUSUN V GALUNG,NEGERI,SD,-3.4374,119.0532,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,SD NEGERI 055 PASSAIRANG,40600972,Dusun Passairang,NEGERI,SD,-3.4954,119.1111,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI AGI,SD NEGERI 056 LELUPANG,40600976,Lelupang,NEGERI,SD,-3.4539,119.1274,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,SD NEGERI 058 PARAPPE,40600963,Jl.h.a.depu No.60,NEGERI,SD,-3.476,119.145,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,SD NEGERI 059 KAMPUNG LANU,40600744,Bonde,NEGERI,SD,-3.4356,119.1318,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI AGI,SD NEGERI 063 LAGIAGI,40600921,Jl. Poros majene Desa Lagiagi,NEGERI,SD,-3.4609,119.1417,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,SD NEGERI 064 LIMBORO,40600879,Dusun Limboro,NEGERI,SD,-3.4484,119.0706,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,SMP NEGERI 1 CAMPALAGIAN,40600642,Jl. Poros Majene,NEGERI,SMP,-3.4789,119.1399,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARANG,SMP NEGERI 4 CAMPALAGIAN,40600688,Jl.lambelotong,NEGERI,SMP,-3.4427,119.1189,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,SMP NEGERI 5 CAMPALAGIAN,40604383,Beru-beru Ds.ongko,NEGERI,SMP,-3.4584,119.107,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,SMP NEGERI 6 CAMPALAGIAN,40605037,Laliko,NEGERI,SMP,-3.497,119.12,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,SMP NEGERI 7 CAMPALAGIAN-SURUANG,40605038,Suruang,NEGERI,SMP,-3.4825,119.1112,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LEMO,SMP NEGERI KATUMBANGAN LEMO,40600670,Katumbangan Lemo,NEGERI,SMP,-3.4706,119.1851,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,SMP NEGERI SATAP KATUMBANGAN,69858475,JL. POROS KATUMBANGAN BOTTO,NEGERI,SMP,-3.4498,119.1821,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,SMP NEGERI SATAP PANYAMPA,69909539,JL. H. ABD. MADJID TONGAI,NEGERI,SMP,-3.4803,119.1538,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARANG,SMP NEGERI SATAP POMBUTTU,69788003,Campalagian,NEGERI,SMP,-3.4376,119.0872,
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,SMPS PPM AL IKHLASH,40600640,Jl. Majene Km.27,SWASTA,SMP,-3.4428,119.1498,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIAYU,MI DDI NO. 366 BUMIAYU,60724262,Jl. Poros Kebunsari Desa Bumiayu,SWASTA,MI,-3.42376,119.214655,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BANUA BARU,MIS AS ADIYAH BANUA BARU,60724263,"JL. DEWI SARTIKA, NO.6 BANUA BARU",SWASTA,MI,-3.434644,119.229759,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBERJO,MIS DDI NO.362 SUMBERJO,60724264,JL. PENDIDIKAN NO.14 SUMBERJO,SWASTA,MI,-3.407767,119.230648,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,MIS MAS`UDIYAH,60724265,JLN.PADI UNGGUL.2,SWASTA,MI,-3.4008,119.2131,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,MTSS AS ADIYAH AL-MUHAJIRIN,40605863,JL JEND SUDIRMAN LR III UJUNG BARU,SWASTA,MTs,-3.409766,119.215099,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BANUA BARU,MTSS AS-ADIYAH BANUA BARU,40605862,JL. DEWI SARTIKA NO 6 BANUA BARU,SWASTA,MTs,-3.3999,119.2054,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,ARJOSARI,MTsS DARUL HASANAH,69788505,Jln. Poros Rumpa Desa Arjosari Wonomulyo,SWASTA,MTs,-3.407545,119.252194,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,MTSS MASUDIYAH WONOMULYO,40605861,JL. PADI UNGGUL 2,SWASTA,MTs,-3.4318,119.202,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SD AISYIYAH 1 WONOMULYO,69959591,JL. KH. MUH. SALEH NO. 1,SWASTA,SD,-3.4004454,119.2072125,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SD IT AL-MUNAWWARAH WAHDAH ISLAMIYAH,69985883,JL. KESADARAN WONOMULYO,SWASTA,SD,-3.39583,119.211348,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDOREJO,SD NEGERI 005 SIDODADI,40600907,Jl.veteran No. 57,NEGERI,SD,-3.4079,119.2087,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SD NEGERI 006 SIDODADI,40600898,Jl.Pemuda No.20 Ujung Baru,NEGERI,SD,-3.3959,119.2143,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SD NEGERI 007 SIDODADI,40600904,Jl.masjid Tamir No. 48,NEGERI,SD,-3.4018,119.2099,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SD NEGERI 008 SIDODADI,40600592,Jl.poros Majene No. 133,NEGERI,SD,-3.3996,119.2075,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,TUMPILING,SD NEGERI 011 TUMPILING,40600580,TUMPILING,NEGERI,SD,-3.4025,119.2381,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESO,SD NEGERI 012 GALESO,40602465,JL.POROS MAMPIE,NEGERI,SD,-3.423,119.2357,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBERJO,SD NEGERI 013 SUMBERJO,40602466,Jl.pendidikan No. 25,NEGERI,SD,-3.3918,119.2185,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,CAMPURJO,SD NEGERI 014 SUMBERJO,40600620,Jl. Pendidikan,NEGERI,SD,-3.4004,119.2279,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUGIH WARAS,SD NEGERI 015 SUMBERJO,40600624,Jl.kapten Jumhana,NEGERI,SD,-3.3918,119.2098,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDOREJO,SD NEGERI 017 SIDOREJO,40600607,Jl.Kediri No. 79,NEGERI,SD,-3.4084,119.2113,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIAYU,SD NEGERI 020 KEBUNSARI,40600632,Bumiayu,NEGERI,SD,-3.4259,119.2071,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMI MULYO,SD NEGERI 022 KEBUNSARI,40600539,Bumimulyo,NEGERI,SD,-3.4286,119.2173,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,ARJOSARI,SD NEGERI 023 KEBUNSARI,40600544,JL. PENDIDIKAN ARJOSARI No. 10,NEGERI,SD,-3.4331,119.2055,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBERJO,SD NEGERI 029 SUMBERJO,40600570,Jl. Pendidikan No 17,NEGERI,SD,-3.3915,119.218,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,TUMPILING,SD NEGERI 031 TUMPILING,40600801,Jl. Poros Majene,NEGERI,SD,-3.4019,119.2418,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,KEBUNSARI,SD NEGERI 032 KEBUNSARI,40600802,Jl.pendidikan,NEGERI,SD,-3.4418,119.2199,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,NEPO,SD NEGERI 036 PUCCEDA,40600785,Pucceda,NEGERI,SD,-3.4449,119.235,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUGIH WARAS,SD NEGERI 037 BUTTU DAKKA,40600557,Jl.kapt.jumhana No80,NEGERI,SD,-3.3746,119.2096,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMI MULYO,SD NEGERI 043 KEBUN DALAM,40600945,Dusun Kanreapi,NEGERI,SD,-3.4287,119.2251,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SD NEGERI 045 SIDODADI,40600694,Jl.inpres,NEGERI,SD,-3.4039,119.2075,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDOREJO,SD NEGERI 046 SIDOREJO,40600698,Sidorejo,NEGERI,SD,-3.4102,119.2091,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESO,SD NEGERI 052 GALESO,40600966,Jl. Poros Kebundalam Desa Galeso Wonomulyo,NEGERI,SD,-3.419,119.2297,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBERJO,SD NEGERI 053 POHAYAM,40600970,Jl.poros Pelitakan,NEGERI,SD,-3.382,119.2296,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,ARJOSARI,SD NEGERI 055 MAGELANG,40600737,Magelang,NEGERI,SD,-3.4259,119.2019,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESO,SD NEGERI 060 MAMPIE,40600954,Jln. Poros Mampie,NEGERI,SD,-3.3754,119.2118,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BAKKA-BAKKA,SD NEGERI 063 BAKKA-BAKKA,40602511,Bakka-bakka,NEGERI,SD,-3.3707,119.1983,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,NEPO,SD NEGERI 069 LANRAE,40600887,Lanrae,NEGERI,SD,-3.4599,119.2254,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BANUA BARU,SD NEGERI BANUA BARU,40605727,JL Rusa Dusun II,NEGERI,SD,-3.3582,119.1788,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,TUMPILING,SD NEGERI KAMPUNO,40605728,Wonomulyo,NEGERI,SD,-3.4111,119.2418,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SMP NEGERI 1 WONOMULYO,40600660,Jl. Poros Majene,NEGERI,SMP,-3.4002,119.2067,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBERJO,SMP NEGERI 2 WONOMULYO,40600682,Jl. Majene No. 105,NEGERI,SMP,-3.3983,119.2259,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIAYU,SMP NEGERI 3 WONOMULYO,40600687,Bumiayu,NEGERI,SMP,-3.4258,119.2086,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SMP NEGERI 5 WONOMULYO,40600664,Jl Majene,NEGERI,SMP,-3.3996,119.2074,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESO,SMP NEGERI 7 WONOMULYO,40602543,Jl Pendidikan NO.2 Galeso,NEGERI,SMP,-3.4024,119.2188,
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,SMPS MUHAMMADIYAH,40600638,Jl. Sultan Hasanuddin No.72,SWASTA,SMP,-3.3956,119.2139,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,MI Ashabus Sunnah Polewali,70031239,Jalan Andi. Latanratu No 56 Lantora,SWASTA,MI,0,0,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATTE,MI BAITURRAHIM,69993723,"Jl. Masjid Baiturrahim, Lingk. Gernas",SWASTA,MI,-3.4,119.3144,
INDONESIA,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MI MUHAMMADIYAH POLEWALI,70045353,JL. Kemakmuran No 191 Polewali,SWASTA,MI,0,0,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,TAKATIDUNG,MIS DDI ALLI-ALLI,60724252,JL.ANDI MATTALITTI ALLI-ALLI,SWASTA,MI,-3.4275,119.3203,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,MIS DDI MADATTE,60724250,"JL. POROS MAMASA, KEL DARMA",SWASTA,MI,-3.410681,119.344945,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,MIS DDI MAMMI,60724247,JL. DURIAN NO. 62 TANRO,SWASTA,MI,-3.424423,119.338074,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,MIS DDI MANDING,60724248,JL. MANGGA NO 27 MANDING KEL. MADATTE,SWASTA,MI,-3.433356,119.351031,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,MIS DDI No. 0317 Pulele,60724249,JL. POROS MAMASA KM 9 PULELE,SWASTA,MI,-3.3984,119.3267,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,SULEWATANG,MIS DDI SULEWATANG,60724251,JL. GUNUNG MAMBULILLING,SWASTA,MI,-3.402435,119.308724,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATTE,MTSS ANNUR BAITURRAHIM POLEWALI,70008578,"JL. MASJID BAITURRAHIM, LINGK. GERNAS",SWASTA,MTs,0,0,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATTE,MTSS DDI MANDING,40605857,"JL. MANGGA, NO. 27",SWASTA,MTs,-3.397626,119.333656,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,WATTANG,MTSS DDI POLEWALI,40605854,JL.KEMAKMURAN LORONG CUMI-CUMI NO. 191,SWASTA,MTs,-3.4224,119.3223,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,MTSS HUSNUL KHATIMAH,40605856,JL. GATOT SUBROTO NO. 34,SWASTA,MTs,-3.401,119.3101,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,MTSS YAPIS POLEWALI,40605855,JL. H. ANDI DEPU NO.11 LANTORA,SWASTA,MTs,-3.4297,119.3412,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,SD AL-QURAN WAHDAH ISLAMIYAH,70009847,Jl. Merdeka Kel. Lantora,SWASTA,SD,-3.4228,119.3349,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATTE,SD DDI POLEWALI,40605147,Jl. Gatot Subroto,SWASTA,SD,-3.4016,119.3063,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATTE,SD ISLAM TERPADU POLEWALI,69972710,JL. POROS BASSEANG,SWASTA,SD,-3.4116062,119.3359247,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,SD NEGERI 001 POLEWALI,40600865,Jl. Ahmad Yani No.102,NEGERI,SD,-3.435,119.35,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,SD NEGERI 002 POLEWALI,40600870,Jl. Bahari Ujung,NEGERI,SD,-3.439,119.3521,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,SD NEGERI 003 POLEWALI,40602459,Jl. Bahari Barat,NEGERI,SD,-3.4321,119.3396,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,WATTANG,SD NEGERI 004 POLEWALI,40600913,Jl. PANGNGE,NEGERI,SD,-3.4343,119.3477,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,SD NEGERI 005 POLEWALI,40600919,Jl. olahraga No.2,NEGERI,SD,-3.4352,119.3484,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,SD NEGERI 006 POLEWALI,40600896,Jl.langsat No. 29,NEGERI,SD,-3.4362,119.3542,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,SD NEGERI 007 LANTORA,40600901,Jl.sumur Manurung No. 32,NEGERI,SD,-3.4301,119.3366,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,SULEWATANG,SD NEGERI 008 SULEWATANG,40600593,Jl.pendidikan,NEGERI,SD,-3.4191,119.3444,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,TAKATIDUNG,SD NEGERI 009 TAKATIDUNG,40600597,Jl.a.latanratu No.250,NEGERI,SD,-3.4288,119.3245,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATTE,SD NEGERI 017 MANDING,40600618,Jl.mr.muh.yamin No.171,NEGERI,SD,-3.4082,119.3066,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MANDING,SD NEGERI 018 MANDING,40600610,Jl.dg.ngimpung No.116,NEGERI,SD,-3.4157,119.3047,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATTE,SD NEGERI 019 MANDING,40600614,Jl.KH. AGUSSALIM,NEGERI,SD,-3.403,119.3103,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,SD NEGERI 023 DARA,40600542,Jl.Dr. Ratulangi Kel. Darma,NEGERI,SD,-3.3992,119.3292,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,SD NEGERI 026 LANTORA,40600776,JL. H. ANDI DEPU NO. 77 LANTORA,NEGERI,SD,-3.4268,119.3348,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,TAKATIDUNG,SD NEGERI 027 TAKATIDUNG,40600529,JL. A. Latanratu Takatidung,NEGERI,SD,-3.4321,119.3296,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,PEKKABATA,SD NEGERI 028 PEKKABATA,40600563,Jl.mr.muh.yamin No. 06,NEGERI,SD,-3.4132,119.3157,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,SD NEGERI 029 TANRO,40600571,Jalan Bahari No.172 Polewali,NEGERI,SD,-3.4376,119.3486,
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,SD NEGERI 033 DARMA,40602484,Jl.poros Mamasa,NEGERI,SD,-3.3938,119.3427,
