KABUPATEN,KECAMATAN,KELURAHAN,No. Registrasi,NAMA_FASKES,Belum,Sudah
POLEWALI MANDAR,MAPILLI,UGIBARU,760402803,POSKESDES UGI BARU,1,0
POLEWALI MANDAR,MATAKALI,BARUMBUNG,760403805,POSKESDES BARUMBUNG,3,0
POLEWALI MANDAR,MATAKALI,BUNGA-BUNGA,760403801,POSKESDES BUNGA-BUNGA,3,0
POLEWALI MANDAR,MATAKALI,INDOMAKKOMBONG,760403804,PUSTU INDO MAKKOMBONG,3,0
POLEWALI MANDAR,MATAKALI,MATAKALI,7604038,PUSKESMAS MATAKALI,4,3
POLEWALI MANDAR,MATAKALI,MATAKALI,760403808,POSKESDES SEPPONG,4,0
POLEWALI MANDAR,MATAKALI,PASIANG,760403807,PUSTU PASIANG,2,0
POLEWALI MANDAR,MATAKALI,PETAMPANUA,760403803,PUSTU PATAMPANUA,4,0
POLEWALI MANDAR,MATAKALI,TONROLIMA,760403809,PUSTU TONROLIMA,3,0
POLEWALI MANDAR,MATANGNGA,BA'BA TAPUA,760402302,Puskesedes Desa Ba'ba tapua,1,1
POLEWALI MANDAR,MATANGNGA,KATIMBANG,760402308,PUSKESDES KATIMBANG,0,1
POLEWALI MANDAR,MATANGNGA,LILLI,760402304,PUSTU LILLI,0,1
POLEWALI MANDAR,MATANGNGA,MAMBU TAPUA,760402303,pustu mambu tapua,1,0
POLEWALI MANDAR,MATANGNGA,MATANGNGA,7604023,PUSKESMAS MATANGNGA,0,1
POLEWALI MANDAR,MATANGNGA,RANGOAN,760402301,pustu rangoan,0,1
POLEWALI MANDAR,MATANGNGA,RANGOAN,760402305,PUSTU RINGINAN,0,1
POLEWALI MANDAR,MATANGNGA,TAPUA,760402306,PUSKESDES DESA TAPUA,0,1
POLEWALI MANDAR,POLEWALI,DARMA,7604041,RSUD POLEWALI,3,1
POLEWALI MANDAR,POLEWALI,DARMA,760404701,PUSTU DARMA,3,0
POLEWALI MANDAR,POLEWALI,MADATE,7604048,KLINIK MANDING,4,4
POLEWALI MANDAR,POLEWALI,MADATE,760404702,PUSTU MADATTE,7,0
POLEWALI MANDAR,POLEWALI,MANDING,760404704,POSKESDES MANDING,6,0
POLEWALI MANDAR,POLEWALI,PEKKABATA,7604040,Klinik Bhayangkara Polres,4,0
POLEWALI MANDAR,POLEWALI,PEKKABATA,7604047,PUSKESMAS PEKKABATA,2,2
POLEWALI MANDAR,POLEWALI,POLEWALI,7604025,RSB MIFTA,5,1
POLEWALI MANDAR,POLEWALI,POLEWALI,7604035,PUSKESMAS MASSENGA,6,4
POLEWALI MANDAR,POLEWALI,POLEWALI,7604042,KB MATTIRO DECENG,2,0
POLEWALI MANDAR,POLEWALI,SULEWATANG,760403501,POSKESDES SULEWATANG,4,0
POLEWALI MANDAR,POLEWALI,TAKATIDUNG,760404703,PUSTU TAKATIDUNG,6,0
POLEWALI MANDAR,TAPANGO,BANATO REJO,760402712,PUSTU BANATO REJO,2,0
POLEWALI MANDAR,TAPANGO,BATU,760402706,PUSTU BATU,1,0
POLEWALI MANDAR,TAPANGO,BUSSU,760402709,PUSTU BUSSU,2,0
POLEWALI MANDAR,TAPANGO,DAKKA,760402704,POSKESDES DAKKA,1,0
POLEWALI MANDAR,TAPANGO,JAMBU MALEA,760402710,POSKESDES JAMBUMALEA,1,0
POLEWALI MANDAR,TAPANGO,KALIMBUA,760402707,POSKESDES KALIMBUA,3,0
POLEWALI MANDAR,TAPANGO,KURRAK,760402713,POSKESDES KURRAK,1,0
POLEWALI MANDAR,TAPANGO,PALATTA,760402711,POSKESDES PALATTA,2,0
POLEWALI MANDAR,TAPANGO,PELITAKAN,7604027,PUSKESMAS PERAWATAN PELITAKAN,14,1
POLEWALI MANDAR,TAPANGO,RAPPANG,760402703,PUSTU RAPPANG,1,0
POLEWALI MANDAR,TAPANGO,RISO,760402705,PUSTU RISO,1,0
POLEWALI MANDAR,TAPANGO,TAPANGO,760402702,PUSTU TAPANGO,2,0
POLEWALI MANDAR,TAPANGO,TAPANGO BARAT,760402708,PUSTU TAPANGO BARAT,2,0
POLEWALI MANDAR,TAPANGO,TUTTULA,760402701,POSKESDES TUTTULA,1,0
POLEWALI MANDAR,TINAMBUNG,BATULAYA,760401902,POSKESDES BATULAYA,4,0
POLEWALI MANDAR,TINAMBUNG,GALUNG LOMBOK,760401903,PUSTU GALUNG LOMBOK,5,0
POLEWALI MANDAR,TINAMBUNG,KARAMA,760401905,PUSTU KARAMA,5,1
POLEWALI MANDAR,TINAMBUNG,LEKOPADIS,760401904,POSKESDES LEKOPADIS,6,0
POLEWALI MANDAR,TINAMBUNG,SEPABATU,760401907,PUSTU SEPABATU,3,0
POLEWALI MANDAR,TINAMBUNG,TANDUNG,760401901,PUSTU TANDUNG,3,0
POLEWALI MANDAR,TINAMBUNG,TANGNGA TANGNGA,760401906,POSKESDES TANGNGA TANGNGA,5,0
POLEWALI MANDAR,TINAMBUNG,TINAMBUNG,7604019,PUSKESMAS TINAMBUNG,3,4
POLEWALI MANDAR,TUTAR,AMBOPADANG,760402202,PUSTU AMBOPADANG,1,0
POLEWALI MANDAR,TUTAR,ARABUA,760402204,POSKESDES ARABUA,1,0
POLEWALI MANDAR,TUTAR,BESOANGIN,760402211,POSKESDES BESOANGIN,1,0
POLEWALI MANDAR,TUTAR,BESOANGIN UTARA,760402203,PUSTU BESOANGIN UTARA,1,0
POLEWALI MANDAR,TUTAR,PEBURRU,760402206,POSKESDES PEBURRU,1,0
POLEWALI MANDAR,TUTAR,PIRIANG TAPIKO,760402209,POSKESDER PIRIANG TAPIKO,2,2
POLEWALI MANDAR,TUTAR,PODA,760402205,POSKESDES PODA-PODA,2,0
POLEWALI MANDAR,TUTAR,POLLEWANI,760402212,PUSTU PULLEWANI,1,0
POLEWALI MANDAR,TUTAR,RATTE,760402201,POSKESDES RATTE,2,0
POLEWALI MANDAR,TUTAR,TALOBA,760402210,POSKESDES TALOBA,1,0
POLEWALI MANDAR,TUTAR,TARAMANU,7604022,PKM TUTAR,0,1
POLEWALI MANDAR,TUTAR,TARAMANU TUA,760402207,POSKESDES DESA TARAMANU TUA,2,0
POLEWALI MANDAR,TUTAR,TUBBI,760402208,POSKESDES TUBBI,2,0
POLEWALI MANDAR,WONOMULYO,ARJO SARI,760403002,Poskesdes Arjosari,2,0
POLEWALI MANDAR,WONOMULYO,BAKKA-BAKKA,760402909,Poskesdes Bakka - Bakka,1,0
POLEWALI MANDAR,WONOMULYO,BANUA BARU,760402904,Pustu Banua - Baru,3,0
POLEWALI MANDAR,WONOMULYO,BUMIAYU,7604052,PMB FATIMAZZAHRA,1,0
POLEWALI MANDAR,WONOMULYO,BUMIAYU,760403003,Poskesdes Bumiayu,2,0
POLEWALI MANDAR,WONOMULYO,BUMIAYU,760403004,Pustu Kebundalam,2,0
POLEWALI MANDAR,WONOMULYO,BUMIMULYO,760403001,Poskesdes Bumimulyo,2,0
POLEWALI MANDAR,WONOMULYO,CAMPURJO,760402910,Poskesdes Campurjo,1,0
POLEWALI MANDAR,WONOMULYO,GALESON,760402906,Poskesdes Mampie,1,0
POLEWALI MANDAR,WONOMULYO,GALESON,760402908,Pustu Galeso,1,1
POLEWALI MANDAR,WONOMULYO,KEBUNSARI,7604030,PUSKESMAS KEBUNSARI,3,2
POLEWALI MANDAR,WONOMULYO,NEPO,760403005,Poskesdes Nepo,2,0
POLEWALI MANDAR,WONOMULYO,SIDODADI,7604029,PUSKESMAS WONOMULYO,0,6
POLEWALI MANDAR,WONOMULYO,SIDODADI,7604050,RSUD WONOMULYO,10,2
POLEWALI MANDAR,WONOMULYO,SIDOREJO,760402902,Poskesdes Sidorejo,1,0
POLEWALI MANDAR,WONOMULYO,SUGIHWARAS,760402905,Poskesdes Sugiwaras,2,0
POLEWALI MANDAR,WONOMULYO,SUMBEREJO,760402903,Poskesdes Sumberjo,1,0
POLEWALI MANDAR,WONOMULYO,SUMBEREJO,760402911,BPM HIDAYAH,0,1
POLEWALI MANDAR,WONOMULYO,TUMPILING,760402907,Poskesdes Tumpiling,1,0
