PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,MAL,PUS,PUS_KB,PUS_TIDAK_KB,PB,PA,MKJP,KBPP,UNMET_NEED,BULAN,
SULAWESI BARAT,MAMUJU,MAMUJU,BAMBU,212,60,12,19,6,0,13,0,576,,103,,322,38,,17.8819444444444,JUNI,
SULAWESI BARAT,MAMUJU,MAMUJU,KARAMPUANG,266,48,0,21,5,0,11,0,525,,57,,352,37,,10.8571428571429,JUNI,
SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,128,60,2,44,0,0,9,0,585,,126,,244,53,,21.5384615384615,JUNI,
SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANNU,108,30,0,8,4,0,3,0,239,,32,,153,15,,13.3891213389121,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,52,69,3,29,15,0,22,0,458,,73,,190,66,,15.938864628821,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,70,58,1,55,2,0,10,2,416,,62,,198,67,,14.9038461538462,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,32,36,3,22,4,0,6,0,276,,51,,106,32,,18.4782608695652,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,29,25,8,6,6,0,5,0,175,,32,,79,17,,18.2857142857143,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,47,34,0,37,9,1,3,0,390,,87,,131,50,,22.3076923076923,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,BELA,34,6,0,7,0,0,0,0,85,,2,,48,7,,2.35294117647059,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,78,61,1,54,3,0,7,0,480,,117,,205,64,,24.375,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,54,19,2,33,2,0,4,0,377,,59,,114,39,,15.6498673740053,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,46,15,9,7,0,0,0,0,169,,23,,77,7,,13.6094674556213,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,34,18,0,8,0,0,0,0,100,,14,,60,8,,14,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,224,91,8,21,4,0,8,1,845,,186,,370,33,,22.0118343195266,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,331,150,8,44,4,3,8,0,1172,,266,,550,59,,22.6962457337884,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,138,95,0,92,8,0,8,0,745,,128,,342,108,,17.1812080536913,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,97,54,4,15,1,0,10,0,616,,148,,188,26,,24.025974025974,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,117,67,1,59,0,0,4,2,412,,26,,251,63,,6.31067961165049,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,253,106,4,93,2,0,5,0,891,,136,,463,100,,15.2637485970819,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,170,129,3,28,1,0,13,0,593,,76,,344,42,,12.8161888701518,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,113,75,1,57,0,1,6,1,592,,129,,257,64,,21.7905405405405,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,KEANG,84,146,1,23,2,0,3,0,498,,78,,261,28,,15.6626506024096,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,63,61,2,33,5,0,3,0,345,,50,,168,41,,14.4927536231884,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,37,45,1,29,0,0,2,3,251,,48,,118,31,,19.1235059760956,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,53,35,0,4,0,0,0,0,151,,2,,92,4,,1.32450331125828,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,285,56,1,82,2,1,3,0,673,,72,,431,88,,10.6983655274889,JUNI,
SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,48,117,2,8,0,0,4,1,288,,30,,186,12,,10.4166666666667,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,39,58,3,11,1,0,1,0,325,,37,,119,13,,11.3846153846154,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,28,22,1,19,0,0,0,0,140,,19,,71,19,,13.5714285714286,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,12,164,0,14,1,0,1,1,264,,22,,195,16,,8.33333333333333,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,6,18,0,16,1,0,0,0,67,,3,,41,17,,4.47761194029851,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,45,54,1,28,1,0,0,0,172,,10,,129,29,,5.81395348837209,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,15,40,0,13,0,0,0,0,100,,2,,68,13,,2,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,10,75,0,2,0,0,1,0,138,,9,,88,3,,6.52173913043478,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,23,26,4,20,1,0,3,0,124,,13,,78,24,,10.4838709677419,JUNI,
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,14,78,0,1,0,0,1,0,138,,1,,94,2,,0.72463768115942,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,23,13,0,2,0,0,5,0,72,,9,,47,7,,12.5,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,144,17,0,37,1,0,0,0,314,,21,,201,38,,6.68789808917197,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,KARAMA,45,48,0,21,0,0,1,0,168,,3,,115,22,,1.78571428571429,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,SIRAUN,63,23,0,8,0,0,0,1,117,,2,,96,8,,1.70940170940171,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,37,9,0,8,0,0,0,0,128,,10,,62,8,,7.8125,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,SALUMAKKI,94,4,0,4,0,0,0,0,127,,3,,104,4,,2.36220472440945,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,POLIO,29,22,0,7,0,0,0,1,113,,36,,59,7,,31.858407079646,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,33,13,0,29,1,0,1,0,112,,7,,78,31,,6.25,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,28,5,0,47,0,0,0,0,111,,2,,81,47,,1.8018018018018,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,48,26,0,1,0,0,0,0,133,,33,,76,1,,24.812030075188,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,30,16,0,20,0,0,0,0,94,,7,,66,20,,7.4468085106383,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,BATU MAKKADA,38,45,0,5,0,0,0,0,139,,10,,89,5,,7.19424460431655,JUNI,
SULAWESI BARAT,MAMUJU,KALUMPANG,LASA',79,30,0,6,0,0,0,1,190,,14,,119,6,,7.36842105263158,JUNI,
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,88,44,1,4,0,0,0,0,278,,43,,140,4,,15.4676258992806,JUNI,
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,27,63,1,0,0,1,0,0,136,,11,,92,1,,8.08823529411765,JUNI,
SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,236,127,1,111,2,0,2,0,783,,89,,479,115,,11.3665389527459,JUNI,
SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,205,208,7,73,2,0,3,0,658,,25,,499,78,,3.79939209726444,JUNI,
SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,124,83,0,37,3,1,4,0,539,,141,,252,45,,26.1595547309833,JUNI,
SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,62,56,0,22,0,0,0,1,266,,21,,142,22,,7.89473684210526,JUNI,
SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,22,21,0,19,0,0,1,0,100,,12,,63,20,,12,JUNI,
SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,26,17,2,13,0,0,4,0,119,,22,,62,17,,18.4873949579832,JUNI,
SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,45,19,0,46,0,0,0,0,173,,20,,111,46,,11.5606936416185,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,226,153,5,150,2,0,4,0,833,,57,,540,156,,6.84273709483793,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,257,97,1,47,2,1,1,0,807,,192,,420,51,,23.7918215613383,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,142,75,0,35,0,0,1,0,442,,36,,254,36,,8.1447963800905,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,114,52,3,50,6,0,3,0,470,,127,,230,59,,27.0212765957447,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,111,65,0,29,2,0,5,0,338,,50,,212,36,,14.792899408284,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,61,31,0,12,0,0,4,0,140,,6,,108,16,,4.28571428571429,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,96,86,0,20,0,0,4,0,271,,8,,207,24,,2.9520295202952,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,31,52,0,6,3,0,1,0,145,,4,,96,10,,2.75862068965517,JUNI,
SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,33,54,0,3,0,0,0,0,219,,58,,90,3,,26.4840182648402,JUNI,
SULAWESI BARAT,MAMUJU,SIMBORO,SIMBORO,652,242,44,98,205,2,38,5,3051,,365,,1804,343,,11.9632907243527,JUNI,
SULAWESI BARAT,MAMUJU,SIMBORO,RANGAS,163,138,6,100,10,3,9,0,900,,165,,478,122,,18.3333333333333,JUNI,
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG,158,11,2,16,1,0,3,0,346,,45,,191,20,,13.0057803468208,JUNI,
SULAWESI BARAT,MAMUJU,SIMBORO,SALETTO,109,71,2,26,5,2,21,0,532,,83,,236,54,,15.6015037593985,JUNI,
SULAWESI BARAT,MAMUJU,SIMBORO,SUMARE,99,79,2,23,8,0,1,0,422,,75,,212,32,,17.7725118483412,JUNI,
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG UTARA,105,80,1,54,5,0,0,0,473,,31,,259,59,,6.553911205074,JUNI,
SULAWESI BARAT,MAMUJU,SIMBORO,TAPANDULLU,17,0,0,11,0,2,1,0,125,,20,,31,14,,16,JUNI,
SULAWESI BARAT,MAMUJU,SIMBORO,PATI'DI,96,29,0,22,1,0,2,0,315,,32,,150,25,,10.1587301587302,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,92,108,7,28,2,1,2,0,364,,26,,242,33,,7.14285714285714,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,33,50,0,6,0,0,3,2,242,,23,,106,9,,9.50413223140496,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,102,76,0,10,3,0,1,0,506,,100,,203,14,,19.7628458498024,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,49,53,7,10,7,0,15,0,293,,33,,147,32,,11.2627986348123,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,32,7,0,2,0,0,0,0,65,,1,,43,2,,1.53846153846154,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,12,12,0,0,0,0,0,0,152,,66,,25,0,,43.421052631579,JUNI,
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,80,38,1,5,0,0,3,0,269,,10,,142,8,,3.71747211895911,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,93,59,0,59,2,0,4,0,363,,51,,217,65,,14.0495867768595,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,74,75,5,57,8,0,0,0,446,,65,,224,65,,14.5739910313901,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,76,32,0,77,1,0,0,0,301,,28,,186,78,,9.30232558139535,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,74,117,0,36,0,1,1,0,296,,26,,230,38,,8.78378378378378,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,70,38,9,22,1,1,1,0,292,,54,,142,25,,18.4931506849315,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,68,58,1,12,5,0,5,0,220,,7,,149,22,,3.18181818181818,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,MALINO,30,13,3,4,1,0,2,0,116,,18,,55,7,,15.5172413793103,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,151,123,2,39,1,0,3,0,550,,110,,325,43,,20,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING,30,50,0,21,0,0,2,0,187,,9,,103,23,,4.81283422459893,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,19,25,0,1,0,0,0,0,116,,8,,45,1,,6.89655172413793,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,46,46,0,16,3,0,8,1,203,,20,,120,27,,9.85221674876847,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,57,73,0,34,3,0,2,0,268,,28,,171,39,,10.4477611940299,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,66,77,0,19,0,0,0,0,315,,42,,164,19,,13.3333333333333,JUNI,
SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,64,52,1,5,0,0,0,0,194,,26,,122,5,,13.4020618556701,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,94,80,10,52,30,1,14,0,580,,103,,281,97,,17.7586206896552,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE,BARU,144,119,11,128,12,0,27,0,884,,122,,441,167,,13.8009049773756,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,294,195,8,182,53,1,35,0,1604,,199,,771,271,,12.4064837905237,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,92,88,9,90,9,1,12,0,842,,168,,304,112,,19.9524940617577,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,348,358,16,138,31,1,18,3,1577,,79,,913,188,,5.00951173113507,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,31,23,22,44,22,0,28,0,524,,166,,171,94,,31.6793893129771,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,104,33,12,47,9,0,5,0,398,,41,,210,61,,10.3015075376884,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,43,85,16,54,5,0,21,0,415,,26,,225,80,,6.26506024096386,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,44,48,8,15,3,3,5,0,312,,67,,126,26,,21.474358974359,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,25,24,1,8,1,0,8,0,303,,69,,68,17,,22.7722772277228,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,67,45,2,14,1,0,1,0,343,,37,,130,16,,10.7871720116618,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,40,14,1,12,1,0,2,0,156,,17,,70,15,,10.8974358974359,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,36,64,4,18,5,0,10,0,330,,59,,139,33,,17.8787878787879,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,71,36,4,51,1,0,3,0,337,,16,,216,55,,4.74777448071217,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,60,20,4,31,2,0,6,0,309,,95,,123,39,,30.7443365695793,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,88,39,0,3,0,0,1,0,185,,0,,131,4,,0,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,34,11,0,4,1,0,1,0,194,,23,,52,6,,11.8556701030928,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,17,36,16,4,11,0,8,0,211,,16,,93,23,,7.58293838862559,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,41,19,0,30,2,0,6,2,207,,16,,101,38,,7.72946859903382,JUNI,
SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,72,31,5,11,6,0,8,0,286,,23,,137,25,,8.04195804195804,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,209,43,27,134,10,1,8,1,891,,86,,434,153,,9.65207631874299,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,50,23,41,37,14,0,9,0,284,,9,,192,60,,3.16901408450704,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,41,26,32,23,0,0,3,0,241,,14,,134,26,,5.80912863070539,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,46,23,12,69,8,2,7,0,571,,161,,167,86,,28.1961471103327,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,17,28,19,28,4,0,4,0,183,,22,,107,36,,12.0218579234973,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,109,98,15,62,31,0,17,0,990,,315,,332,110,,31.8181818181818,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,84,53,15,34,20,1,14,0,651,,204,,223,69,,31.3364055299539,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,53,19,9,25,10,0,7,0,301,,41,,123,42,,13.6212624584718,JUNI,
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,20,9,0,35,0,0,2,0,169,,20,,67,37,,11.8343195266272,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,27,26,29,48,10,0,8,1,268,,33,,150,66,,12.3134328358209,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,24,19,1,53,11,0,14,0,238,,29,,122,78,,12.1848739495798,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,31,5,0,55,4,0,4,0,155,,11,,99,63,,7.09677419354839,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,90,8,3,21,3,2,5,0,324,,69,,132,31,,21.2962962962963,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,169,47,0,3,7,0,8,0,379,,44,,236,18,,11.6094986807388,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,62,5,1,22,1,0,1,0,180,,19,,92,24,,10.5555555555556,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,14,4,2,19,3,0,2,0,126,,34,,44,24,,26.984126984127,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,163,41,4,24,3,5,13,0,666,,92,,254,45,,13.8138138138138,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,58,21,10,5,3,0,8,0,202,,32,,105,16,,15.8415841584158,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,45,23,3,15,4,0,5,0,160,,15,,95,24,,9.375,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,30,33,0,26,4,0,3,0,168,,11,,96,33,,6.54761904761905,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,34,6,3,43,0,1,7,0,159,,21,,97,51,,13.2075471698113,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,43,31,2,23,5,1,22,1,374,,126,,128,51,,33.6898395721925,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,35,9,9,28,2,3,8,0,166,,13,,94,41,,7.83132530120482,JUNI,
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,33,19,2,38,7,0,4,0,183,,16,,103,49,,8.7431693989071,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,164,103,14,43,20,3,6,0,635,,86,,354,72,,13.5433070866142,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,22,18,4,8,10,3,4,0,222,,75,,78,25,,33.7837837837838,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,29,38,3,15,8,1,8,0,240,,36,,104,32,,15,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,28,29,3,6,7,1,3,0,338,,82,,77,17,,24.2603550295858,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,29,17,2,15,13,0,5,3,175,,16,,86,33,,9.14285714285714,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,BINANGA,28,2,0,12,5,1,2,0,115,,3,,50,20,,2.60869565217391,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,31,11,0,5,1,1,1,0,117,,22,,50,8,,18.8034188034188,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,20,7,0,0,0,0,0,0,96,,30,,27,0,,31.25,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,6,0,0,4,1,0,4,0,124,,22,,15,9,,17.741935483871,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,5,18,3,17,3,0,2,0,108,,8,,48,22,,7.40740740740741,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,SENDANA,27,11,1,0,6,1,7,0,139,,33,,53,14,,23.7410071942446,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,22,5,2,1,14,1,7,0,208,,49,,52,23,,23.5576923076923,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,67,43,3,3,31,0,5,0,284,,31,,152,39,,10.9154929577465,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,11,26,2,23,2,0,0,0,160,,7,,93,25,,4.375,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,29,17,2,17,11,0,3,0,257,,48,,79,31,,18.6770428015564,JUNI,
SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,33,23,7,14,16,4,7,0,212,,30,,104,41,,14.1509433962264,JUNI,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,75,32,4,6,6,0,5,0,226,,17,,128,17,,7.52212389380531,JUNI,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,72,14,0,5,21,2,2,0,308,,15,,116,30,,4.87012987012987,JUNI,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,85,24,2,16,6,2,14,0,284,,35,,149,38,,12.3239436619718,JUNI,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,118,52,3,3,4,1,18,0,323,,18,,199,26,,5.57275541795666,JUNI,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,90,43,2,9,27,1,5,0,317,,29,,177,42,,9.14826498422713,JUNI,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,106,31,0,19,5,0,4,0,249,,19,,166,28,,7.63052208835341,JUNI,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,96,21,0,3,8,9,4,0,302,,70,,143,24,,23.1788079470199,JUNI,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,48,34,5,93,4,16,11,0,569,,121,,214,124,,21.2653778558875,JUNI,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,14,11,29,8,10,1,4,0,147,,9,,77,23,,6.12244897959184,JUNI,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,15,16,1,27,9,5,2,0,169,,27,,75,43,,15.9763313609467,JUNI,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,28,17,2,16,8,2,3,0,127,,1,,76,29,,0.78740157480315,JUNI,
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,16,18,9,9,8,6,5,0,147,,28,,71,28,,19.047619047619,JUNI,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,29,30,2,11,14,1,9,0,141,,3,,96,35,,2.12765957446808,JUNI,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,36,20,6,11,2,0,4,0,122,,8,,79,17,,6.55737704918033,JUNI,
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,95,5,0,17,0,0,0,0,222,,4,,117,17,,1.8018018018018,JUNI,
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,54,2,0,17,0,0,0,0,140,,12,,76,17,,8.57142857142857,JUNI,
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,72,16,0,2,1,0,7,0,229,,10,,100,10,,4.36681222707424,JUNI,
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,25,43,1,4,2,0,1,0,256,,9,,76,7,,3.515625,JUNI,
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,84,12,0,2,0,0,4,0,217,,5,,102,6,,2.30414746543779,JUNI,
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,61,4,0,0,0,0,1,0,147,,11,,66,1,,7.48299319727891,JUNI,
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,46,46,1,5,0,0,0,0,166,,10,,98,5,,6.02409638554217,JUNI,
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,38,35,2,1,2,0,0,0,229,,5,,80,3,,2.18340611353712,JUNI,
SULAWESI BARAT,POLEWALI,ALLU,PETOOSANG,48,28,4,10,1,0,7,0,222,,58,,99,18,,26.1261261261261,JUNI,
SULAWESI BARAT,POLEWALI,ALLU,MOMBI,44,28,9,11,0,6,5,1,284,,34,,105,22,,11.9718309859155,JUNI,
SULAWESI BARAT,POLEWALI,ALLU,KALUMAMMANG,35,40,0,12,1,0,7,0,192,,22,,103,20,,11.4583333333333,JUNI,
SULAWESI BARAT,POLEWALI,ALLU,PAO-PAO,56,45,1,44,0,0,1,0,383,,62,,147,45,,16.1879895561358,JUNI,
SULAWESI BARAT,POLEWALI,ALLU,PUPPU URING,71,58,2,15,0,1,1,3,323,,41,,182,17,,12.6934984520124,JUNI,
SULAWESI BARAT,POLEWALI,ALLU,SARAGIAN,46,19,1,16,1,1,5,0,236,,51,,92,23,,21.6101694915254,JUNI,
SULAWESI BARAT,POLEWALI,ALLU,SAYOANG,14,13,0,2,1,0,2,0,96,,17,,32,5,,17.7083333333333,JUNI,
SULAWESI BARAT,POLEWALI,ALLU,ALU,42,30,7,13,0,0,2,0,236,,44,,94,15,,18.6440677966102,JUNI,
