PROVINSI,KABUPATEN,KECAMATAN,KODE,KELURAHAN,Jumlah_Penduduk,Umur 0 - 1,Umur 2 - 4,Umur 5 - 9,Umur 10 - 14,Umur 15 - 19,Umur 20 - 24,Umur 25 - 29,Umur 30 - 34,Umur 35 - 39,Umur 40 - 44,Umur 45 - 49,Umur 50 - 54,Umur 55 - 59,Umur 60 - 64,Umur 65 - 69,Umur 70 - 74,Umur 75+
SULAWESI BARAT,MAJENE,SENDANA,2022,BANUA SENDANA,834,29,39,68,107,93,68,67,45,54,59,45,48,24,31,18,18,21
SULAWESI BARAT,MAJENE,SENDANA,2023,TALLUBANUA UTARA,851,0,43,89,85,101,80,67,68,61,48,58,44,37,21,19,10,20
SULAWESI BARAT,MAJENE,SENDANA,2024,LIMBORO RAMBU-RAMBU,428,0,17,55,62,57,40,29,26,25,34,24,18,13,12,3,7,6
SULAWESI BARAT,MAJENE,SENDANA,2025,LIMBUA,1085,31,37,74,96,101,113,90,67,65,69,81,73,53,48,31,17,39
SULAWESI BARAT,MAJENE,SENDANA,2026,BUKIT SAMANG,713,0,36,67,77,89,77,63,33,43,46,55,30,21,21,19,15,21
SULAWESI BARAT,MAJENE,MALUNDA,1001,MALUNDA,1176,0,48,111,112,135,114,82,70,99,104,79,69,51,34,20,24,24
SULAWESI BARAT,MAJENE,MALUNDA,1015,LAMUNGANG BATU,985,0,48,94,104,110,99,83,69,79,86,61,44,44,26,12,8,18
SULAWESI BARAT,MAJENE,MALUNDA,2002,BAMBANGAN,799,27,66,94,85,97,104,72,54,60,37,34,27,20,9,10,0,3
SULAWESI BARAT,MAJENE,MALUNDA,2004,LOMBANG,501,8,26,59,48,47,64,57,43,28,29,25,35,9,12,6,4,1
SULAWESI BARAT,MAJENE,MALUNDA,2005,LOMBONG,1085,19,70,118,125,113,106,93,70,77,75,66,41,32,24,24,18,14
SULAWESI BARAT,MAJENE,MALUNDA,2006,MEKKATTA,1148,0,69,129,110,140,137,110,77,81,82,65,50,36,27,16,9,10
SULAWESI BARAT,MAJENE,MALUNDA,2010,MALIAYA,1091,36,62,104,121,140,136,97,55,80,59,63,48,25,26,13,14,12
SULAWESI BARAT,MAJENE,MALUNDA,2011,LOMBANG TIMUR,429,0,13,41,32,43,58,48,26,33,39,34,24,14,13,5,5,1
SULAWESI BARAT,MAJENE,MALUNDA,2012,SALUTAHONGAN,567,17,43,88,83,82,71,34,24,32,30,18,16,14,7,3,2,3
SULAWESI BARAT,MAJENE,MALUNDA,2013,LOMBONG TIMUR,613,0,35,69,61,70,61,50,42,40,48,43,27,19,11,14,10,13
SULAWESI BARAT,MAJENE,MALUNDA,2014,MEKKATTA SELATAN,510,0,21,65,53,54,49,58,35,33,34,28,25,17,12,9,7,10
SULAWESI BARAT,MAJENE,MALUNDA,2016,KAYUANGIN,801,28,46,78,70,90,98,64,55,49,57,54,35,16,30,4,7,20
SULAWESI BARAT,MAJENE,ULUMANDA,2001,KABIRAAN,645,0,29,74,50,70,90,69,50,56,38,34,37,20,14,6,3,5
SULAWESI BARAT,MAJENE,ULUMANDA,2002,SAMBABO,512,0,25,47,59,67,60,45,27,46,43,28,33,11,6,4,5,6
SULAWESI BARAT,MAJENE,ULUMANDA,2003,TANDEALLO,656,0,16,52,53,60,77,69,42,57,65,42,29,25,31,6,11,21
SULAWESI BARAT,MAJENE,ULUMANDA,2004,ULUMANDA,548,0,31,61,52,59,77,52,31,52,37,36,25,8,11,7,2,7
SULAWESI BARAT,MAJENE,ULUMANDA,2005,SALUTAMBUNG,653,0,26,56,68,77,85,70,31,48,58,36,41,17,14,11,6,9
SULAWESI BARAT,MAJENE,ULUMANDA,2006,POPENGA,471,0,27,48,50,65,65,47,30,32,26,20,23,15,6,7,1,9
SULAWESI BARAT,MAJENE,ULUMANDA,2007,SULAI,478,0,26,54,50,52,60,51,29,30,25,27,26,12,7,7,7,15
SULAWESI BARAT,MAJENE,ULUMANDA,2008,PANGGALO,532,0,12,36,56,65,74,45,42,51,42,34,35,18,3,9,5,5
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2001,SEPPONG,718,0,30,80,77,68,76,50,43,47,47,47,54,30,23,14,12,20
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2002,TAMMERODO,1067,43,51,101,104,93,89,106,68,85,68,61,49,43,31,36,13,26
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2003,ULIDANG,1000,0,40,87,107,102,93,98,60,77,80,67,61,40,21,27,17,23
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2004,TALLAMBALAO,990,0,53,84,87,111,114,77,73,88,59,59,50,46,27,22,15,25
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2005,TAMMERODO UTARA,968,33,51,86,70,111,97,82,81,72,59,57,53,39,34,20,11,12
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2006,MANYAMBA,723,0,28,61,75,105,74,71,53,47,50,45,37,27,15,14,8,13
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2007,AWO,885,15,46,90,101,110,77,83,60,64,71,39,57,31,17,8,7,9
SULAWESI BARAT,MAJENE,TUBO SENDANA,2001,ONANG,1848,22,110,190,234,210,207,163,112,100,131,114,75,57,41,35,21,26
SULAWESI BARAT,MAJENE,TUBO SENDANA,2002,TUBO,537,0,35,53,51,59,33,55,40,35,43,28,30,23,28,11,3,10
SULAWESI BARAT,MAJENE,TUBO SENDANA,2003,ONANG UTARA,591,8,30,52,47,65,70,48,42,30,38,42,39,22,23,8,14,13
SULAWESI BARAT,MAJENE,TUBO SENDANA,2004,TUBO SELATAN,466,0,31,39,53,54,47,34,23,35,36,26,26,19,12,8,11,12
SULAWESI BARAT,MAJENE,TUBO SENDANA,2005,BONDE BONDE,453,12,18,42,34,49,58,25,30,33,37,45,20,17,13,6,4,10
SULAWESI BARAT,MAJENE,TUBO SENDANA,2006,TUBO TENGAH,520,0,26,59,58,55,49,45,32,31,34,33,26,24,16,13,9,10
SULAWESI BARAT,MAJENE,TUBO SENDANA,2007,TUBO POANG,462,0,27,47,52,53,39,36,35,34,36,33,20,10,13,12,5,10
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1001,BAURUNG,2533,0,126,265,256,305,272,213,214,176,177,134,147,73,72,29,33,41
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1002,BARUGA,986,0,35,95,86,121,90,86,75,65,67,60,60,50,28,25,17,26
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1003,BARUGA DHUA,773,0,37,61,76,77,69,69,60,51,32,46,37,32,37,34,26,29
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1004,LABUANG,2286,52,84,184,193,202,195,158,168,168,160,140,156,125,100,92,41,68
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1005,TANDE,803,0,25,66,59,71,74,67,43,60,46,58,53,47,29,33,30,42
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1006,LEMBANG,3164,97,210,325,362,316,257,247,235,242,228,181,151,110,75,58,30,40
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1007,LABUANG UTARA,2506,58,123,208,213,256,216,180,177,195,167,188,157,121,95,56,44,52
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1008,TANDE TIMUR,1052,30,62,97,105,95,61,86,96,70,68,52,60,55,49,22,18,26
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,2009,BUTTU BARUGA,450,0,26,48,45,61,49,36,43,28,25,23,19,8,9,10,6,14
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2001,MAHAHE,1496,41,74,128,146,141,141,127,122,122,119,84,92,72,26,29,14,18
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2002,SALOBAJA,1186,28,67,94,101,104,136,102,88,74,88,93,84,43,42,20,8,14
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2003,TOBADAK,4077,123,242,391,412,371,408,346,359,324,297,253,216,128,96,43,35,33
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2004,PALONGAAN,1309,39,81,106,110,126,121,118,96,112,82,80,82,65,41,24,12,14
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2005,BATU PARIGI,2810,64,133,227,276,275,314,219,196,212,238,199,173,108,75,37,30,34
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2006,BAMBADARU,703,23,41,65,72,54,83,47,46,49,48,46,45,32,20,16,8,8
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2007,SEJATI,466,0,24,35,47,38,62,50,38,23,28,36,25,21,21,7,2,9
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2008,SALOADAK,1063,34,46,81,92,104,117,109,82,72,59,81,71,46,30,9,10,20
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2001,POLO PANGALE,751,0,29,78,67,56,60,66,79,69,62,35,47,38,35,13,12,5
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2002,PANGALE,918,21,48,75,102,102,77,76,68,64,57,58,62,37,25,13,18,15
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2003,SARTANAMAJU,294,0,16,31,24,37,29,30,23,19,15,26,13,7,7,6,4,7
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2004,POLO LERENG,855,21,38,78,76,70,75,63,76,66,64,52,44,51,30,20,15,16
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2005,KUO,1299,19,72,114,114,92,122,99,98,102,118,78,76,84,44,28,22,17
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2006,POLO CAMBA,486,8,26,43,35,55,60,32,47,28,32,30,39,16,14,5,6,10
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2007,LAMBA-LAMBA,407,0,17,38,41,38,44,41,37,23,34,26,30,13,7,7,2,9
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2008,KOMBILING,836,21,61,96,80,84,97,73,60,59,59,39,36,25,16,14,12,4
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2009,LEMO-LEMO,378,0,21,41,34,27,33,27,36,31,27,22,31,14,11,7,5,11
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2001,BABANA,3118,75,171,333,324,312,291,274,300,253,213,201,145,88,68,38,17,15
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2002,LUMU,1291,36,84,136,130,162,122,108,101,92,77,54,59,42,33,22,14,19
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2003,PONTANAKAYANG,1611,40,99,158,171,138,157,111,138,117,128,100,82,65,41,25,26,15
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2004,SALOGATTA,1722,50,103,168,141,146,179,142,125,149,142,103,81,60,62,35,18,18
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2005,KIRE,1050,6,43,110,103,97,123,73,80,86,85,60,57,40,28,29,13,17
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2006,TINALI,770,18,46,81,70,67,74,62,66,72,53,42,34,29,22,13,8,13
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2007,SALUMANURUNG,615,0,27,62,59,74,71,44,59,51,47,40,37,11,14,9,3,7
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2008,PASAPA,531,0,20,46,52,66,70,51,39,34,56,37,26,13,7,1,6,7
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2009,BOJO,890,21,44,112,77,97,93,70,74,62,77,60,40,32,10,10,5,6
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2010,BARAKKANG,581,3,22,59,59,56,66,60,48,49,40,48,23,15,18,4,3,8
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2011,LEMBAH HADA,244,0,7,27,31,20,19,21,20,28,16,23,9,12,5,3,2,1
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2001,BUDONG-BUDONG,1110,29,46,107,114,139,109,101,74,106,85,73,43,28,25,17,6,8
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2002,TOPOYO,4547,84,212,407,431,354,423,459,526,424,269,302,284,166,96,61,32,17
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2003,TUMBU,1293,32,64,137,127,158,141,98,104,88,92,85,61,39,26,19,12,10
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2004,KABUBU,717,0,25,82,61,63,57,69,82,58,46,44,44,42,15,11,11,7
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2005,WAEPUTEH,936,35,53,94,77,73,88,89,90,87,71,58,39,27,26,15,10,4
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2006,TANGKOU,320,0,8,18,31,38,28,24,30,38,28,24,21,16,13,1,1,1
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2007,TABOLANG,1815,75,124,201,172,146,189,180,158,118,128,96,82,51,32,40,10,13
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2008,PARAILI,474,0,15,42,57,47,40,54,54,41,33,30,26,17,11,3,1,3
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2009,SALUPANGKANG,823,0,42,57,65,58,78,88,66,63,45,66,63,45,33,24,15,15
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2010,SALUPANGKANG IV,215,15,15,18,10,16,29,25,14,21,11,11,8,6,5,5,3,3
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2011,TAPPILINA,340,0,11,21,29,33,37,45,36,18,28,23,21,21,8,5,3,1
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2012,BAMBAMANURUNG,356,0,11,43,29,33,40,36,30,34,35,35,10,12,4,2,0,2
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2013,SALULEKBO,1431,17,80,121,154,149,141,113,136,122,128,108,82,38,20,9,4,9
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2014,PANGALLOANG,749,0,52,78,85,84,81,67,60,63,50,38,34,21,15,5,7,9
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2015,SINABATTA,431,0,23,45,41,54,44,37,35,34,29,39,22,9,9,2,4,4
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2001,KAROSSA,2617,12,137,272,296,291,237,236,187,266,214,150,153,77,40,28,16,5
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2002,TASOKKO,2132,59,132,211,224,261,248,176,145,157,131,124,90,63,48,26,17,20
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2003,LARA,881,1,20,88,116,110,101,78,69,53,84,34,52,28,17,19,9,2
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2004,KADAILA,799,0,38,71,57,83,89,78,62,45,54,63,53,46,34,10,11,5
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2005,KAYU CALLA,332,7,11,29,31,31,48,28,20,17,31,15,27,16,11,4,2,4
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2006,LEMBAH HOPO,451,0,27,55,48,47,53,42,29,31,31,23,21,20,18,1,1,4
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2007,BENGGAULU,776,0,60,89,88,92,80,89,57,55,64,61,34,5,1,0,1,0
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2008,SUKA MAJU,678,11,31,67,67,94,96,73,33,52,40,34,44,16,10,2,5,3
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2009,KAMBUNONG,1257,17,67,118,145,164,154,113,76,97,91,58,61,33,29,10,12,12
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2010,SALUBIRO,597,0,32,75,59,75,64,60,54,39,37,41,23,17,8,6,4,3
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2011,SANJANGO,438,0,27,48,57,47,45,49,43,24,30,28,16,11,5,1,4,3
