PROVINSI,KABUPATEN,KECAMATAN,KODE,KELURAHAN,Jumlah_Penduduk,Umur 0 - 1,Umur 2 - 4,Umur 5 - 9,Umur 10 - 14,Umur 15 - 19,Umur 20 - 24,Umur 25 - 29,Umur 30 - 34,Umur 35 - 39,Umur 40 - 44,Umur 45 - 49,Umur 50 - 54,Umur 55 - 59,Umur 60 - 64,Umur 65 - 69,Umur 70 - 74,Umur 75+
SULAWESI BARAT,MAJENE,SENDANA,2020,PUNDAU,338,0,18,32,39,46,31,36,21,18,27,18,15,9,9,6,6,7
SULAWESI BARAT,MAJENE,SENDANA,2021,SENDANA,535,8,38,57,48,60,63,51,38,36,29,29,27,11,19,12,7,2
SULAWESI BARAT,MAJENE,SENDANA,2022,BANUA SENDANA,842,18,52,97,98,118,73,58,50,58,45,47,43,33,17,20,8,7
SULAWESI BARAT,MAJENE,SENDANA,2023,TALLUBANUA UTARA,907,0,46,101,116,113,98,80,54,72,54,38,55,22,24,17,8,9
SULAWESI BARAT,MAJENE,SENDANA,2024,LIMBORO RAMBU-RAMBU,511,0,34,65,64,70,50,52,24,35,29,22,25,13,15,1,3,9
SULAWESI BARAT,MAJENE,SENDANA,2025,LIMBUA,1027,23,63,100,90,98,111,91,67,60,60,71,57,40,40,20,15,21
SULAWESI BARAT,MAJENE,SENDANA,2026,BUKIT SAMANG,739,0,36,79,81,119,78,61,46,40,32,51,36,25,12,8,15,20
SULAWESI BARAT,MAJENE,MALUNDA,1001,MALUNDA,1191,0,45,126,127,151,124,96,71,87,93,72,71,60,23,19,15,11
SULAWESI BARAT,MAJENE,MALUNDA,1015,LAMUNGANG BATU,1020,0,63,97,119,97,112,92,59,87,75,60,47,33,33,26,11,9
SULAWESI BARAT,MAJENE,MALUNDA,2002,BAMBANGAN,832,29,61,113,88,92,98,67,64,48,48,31,36,21,13,12,9,2
SULAWESI BARAT,MAJENE,MALUNDA,2004,LOMBANG,539,10,29,60,56,76,67,44,35,32,31,34,30,13,4,9,3,6
SULAWESI BARAT,MAJENE,MALUNDA,2005,LOMBONG,1089,20,82,119,111,120,127,84,72,85,63,57,52,41,18,17,10,11
SULAWESI BARAT,MAJENE,MALUNDA,2006,MEKKATTA,1178,0,88,134,116,142,144,96,90,75,78,69,47,24,31,25,7,12
SULAWESI BARAT,MAJENE,MALUNDA,2010,MALIAYA,1073,34,66,112,113,141,131,101,64,55,60,56,75,17,15,13,12,8
SULAWESI BARAT,MAJENE,MALUNDA,2011,LOMBANG TIMUR,469,0,22,49,50,48,60,37,34,31,28,38,26,17,20,3,4,2
SULAWESI BARAT,MAJENE,MALUNDA,2012,SALUTAHONGAN,580,20,52,78,70,74,66,50,34,28,34,25,18,6,10,8,2,5
SULAWESI BARAT,MAJENE,MALUNDA,2013,LOMBONG TIMUR,585,0,36,61,58,65,55,53,33,45,37,37,42,19,16,8,11,9
SULAWESI BARAT,MAJENE,MALUNDA,2014,MEKKATTA SELATAN,555,0,31,69,64,81,62,49,49,31,20,23,32,15,11,9,4,5
SULAWESI BARAT,MAJENE,MALUNDA,2016,KAYUANGIN,854,25,74,82,77,99,88,70,55,56,50,59,50,27,18,9,9,6
SULAWESI BARAT,MAJENE,ULUMANDA,2001,KABIRAAN,687,0,42,60,66,85,74,67,60,41,42,43,34,16,22,21,8,6
SULAWESI BARAT,MAJENE,ULUMANDA,2002,SAMBABO,560,0,34,58,65,81,68,37,32,27,42,32,29,19,11,8,6,11
SULAWESI BARAT,MAJENE,ULUMANDA,2003,TANDEALLO,655,0,27,49,42,63,81,59,48,53,54,38,45,26,16,18,11,25
SULAWESI BARAT,MAJENE,ULUMANDA,2004,ULUMANDA,590,0,26,64,56,77,83,66,28,40,41,28,28,21,11,9,6,6
SULAWESI BARAT,MAJENE,ULUMANDA,2005,SALUTAMBUNG,630,0,26,62,58,89,82,62,37,33,35,41,41,21,15,8,16,4
SULAWESI BARAT,MAJENE,ULUMANDA,2006,POPENGA,522,0,38,55,67,61,66,47,32,35,27,27,21,19,7,7,6,7
SULAWESI BARAT,MAJENE,ULUMANDA,2007,SULAI,460,0,35,48,55,61,45,45,28,30,23,21,18,22,7,2,7,13
SULAWESI BARAT,MAJENE,ULUMANDA,2008,PANGGALO,585,0,16,57,63,69,65,46,33,35,44,37,35,43,15,7,7,13
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2001,SEPPONG,752,0,22,80,76,90,93,71,57,49,41,36,47,31,26,12,9,12
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2002,TAMMERODO,1117,38,63,105,108,114,124,88,79,93,76,59,60,25,32,21,18,14
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2003,ULIDANG,1060,0,54,115,103,118,112,115,63,68,68,74,57,26,34,14,9,30
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2004,TALLAMBALAO,958,0,37,88,108,122,92,72,72,70,76,57,55,35,28,19,16,11
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2005,TAMMERODO UTARA,1089,45,62,107,103,128,131,84,67,70,82,57,44,43,20,14,15,17
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2006,MANYAMBA,691,0,33,63,64,83,82,68,49,43,38,57,38,25,18,6,8,16
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,2007,AWO,919,24,48,90,105,126,101,65,61,53,74,41,54,36,14,9,6,12
SULAWESI BARAT,MAJENE,TUBO SENDANA,2001,ONANG,1886,37,125,196,196,261,214,167,110,114,105,102,104,40,35,30,24,26
SULAWESI BARAT,MAJENE,TUBO SENDANA,2002,TUBO,595,0,32,69,74,64,55,64,40,40,39,31,20,18,18,5,11,15
SULAWESI BARAT,MAJENE,TUBO SENDANA,2003,ONANG UTARA,596,12,38,42,50,80,66,52,35,34,39,30,38,24,20,14,11,11
SULAWESI BARAT,MAJENE,TUBO SENDANA,2004,TUBO SELATAN,454,0,20,48,60,54,44,40,29,28,32,17,34,18,11,10,5,4
SULAWESI BARAT,MAJENE,TUBO SENDANA,2005,BONDE BONDE,478,10,25,48,56,44,49,39,27,28,40,38,25,18,11,5,3,12
SULAWESI BARAT,MAJENE,TUBO SENDANA,2006,TUBO TENGAH,514,0,23,59,55,61,46,41,39,46,35,25,26,22,17,3,4,12
SULAWESI BARAT,MAJENE,TUBO SENDANA,2007,TUBO POANG,459,0,34,63,57,57,40,29,25,36,30,25,25,14,9,5,5,5
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1001,BAURUNG,2533,0,126,265,256,305,272,213,214,176,177,134,147,73,72,29,33,41
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1002,BARUGA,971,0,52,99,106,97,97,78,77,70,57,56,62,39,30,16,16,19
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1003,BARUGA DHUA,727,0,33,66,68,59,79,71,61,54,56,36,41,24,24,20,11,24
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1004,LABUANG,2226,53,110,181,221,226,205,193,175,179,165,113,122,117,62,49,29,26
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1005,TANDE,746,0,40,61,86,82,80,52,48,50,35,49,45,32,24,19,20,23
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1006,LEMBANG,3149,118,201,324,354,355,287,211,228,238,223,190,143,109,59,54,28,27
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1007,LABUANG UTARA,2428,53,130,233,261,255,195,214,160,182,187,162,120,95,74,43,27,37
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,1008,TANDE TIMUR,996,33,55,91,91,108,81,72,81,81,58,58,44,46,31,33,11,22
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,2009,BUTTU BARUGA,419,0,19,25,43,57,45,41,43,27,27,20,23,19,8,7,6,9
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2001,MAHAHE,1505,47,76,131,132,145,141,111,115,97,134,102,95,65,48,29,17,20
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2002,SALOBAJA,1179,37,69,98,93,105,132,95,92,70,79,83,77,56,45,19,18,11
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2003,TOBADAK,4080,124,217,397,383,411,376,325,316,313,297,256,249,154,118,58,41,45
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2004,PALONGAAN,1352,39,53,123,103,155,130,105,107,97,110,80,88,64,41,26,19,12
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2005,BATU PARIGI,3154,75,155,288,328,352,291,227,207,194,262,195,211,143,114,51,27,34
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2006,BAMBADARU,775,18,38,71,60,85,76,70,62,48,47,56,54,29,27,13,9,12
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2007,SEJATI,522,0,23,47,42,67,68,57,36,22,26,34,37,23,9,10,5,16
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,2008,SALOADAK,1092,28,45,75,101,106,122,111,79,52,82,67,77,59,47,21,6,14
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2001,POLO PANGALE,799,0,38,75,81,73,71,57,64,72,60,38,44,44,33,18,17,14
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2002,PANGALE,968,20,59,108,87,115,98,73,58,60,80,55,52,34,26,17,13,13
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2003,SARTANAMAJU,308,0,19,25,28,25,50,28,24,22,19,13,18,13,9,5,7,3
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2004,POLO LERENG,897,18,54,91,79,69,79,58,61,69,62,50,61,42,36,25,22,21
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2005,KUO,1326,23,66,115,117,102,107,110,83,94,121,88,90,66,47,36,33,28
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2006,POLO CAMBA,512,9,35,39,41,52,52,48,35,39,29,30,38,23,17,9,7,9
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2007,LAMBA-LAMBA,471,0,33,40,49,57,68,29,35,33,23,26,28,17,15,6,6,6
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2008,KOMBILING,839,28,60,107,73,77,85,60,67,63,59,54,32,22,22,13,10,7
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,2009,LEMO-LEMO,340,0,18,24,28,35,27,30,28,28,24,17,30,21,13,7,3,7
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2001,BABANA,3272,79,199,349,363,361,314,254,257,218,238,190,189,87,85,39,29,21
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2002,LUMU,1331,54,70,145,149,137,153,98,88,104,82,65,75,27,29,28,13,14
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2003,PONTANAKAYANG,1591,43,89,159,162,139,167,117,107,103,121,117,92,62,41,26,18,28
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2004,SALOGATTA,1804,38,130,186,179,138,154,126,130,150,126,108,111,85,52,48,27,16
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2005,KIRE,1161,6,59,93,133,150,129,95,70,79,80,69,62,41,28,20,17,30
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2006,TINALI,800,25,47,61,80,77,62,60,73,53,73,54,37,31,28,10,13,16
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2007,SALUMANURUNG,650,0,39,49,75,59,75,65,42,48,47,39,40,28,22,8,4,10
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2008,PASAPA,586,0,22,55,67,66,74,54,33,40,39,52,38,20,11,6,4,5
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2009,BOJO,940,19,55,89,82,105,78,87,62,75,58,67,75,32,21,17,7,11
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2010,BARAKKANG,655,7,27,70,75,85,72,45,45,48,44,35,50,13,16,10,6,7
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,2011,LEMBAH HADA,288,0,12,29,26,33,31,22,25,22,23,16,16,12,10,7,0,4
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2001,BUDONG-BUDONG,1186,43,77,116,139,136,110,78,73,74,101,60,70,36,34,20,9,10
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2002,TOPOYO,4769,93,211,506,477,435,406,396,419,435,348,268,273,219,114,119,20,30
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2003,TUMBU,1413,22,85,156,156,168,157,128,88,86,93,81,72,38,36,18,16,13
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2004,KABUBU,729,0,22,84,69,58,69,58,59,68,49,35,47,41,29,21,8,12
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2005,WAEPUTEH,913,23,49,89,81,77,71,72,70,70,96,62,55,35,21,18,13,11
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2006,TANGKOU,358,0,9,30,27,46,43,24,23,36,26,28,17,19,13,7,5,5
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2007,TABOLANG,1843,76,128,193,159,192,160,161,149,132,114,116,96,52,51,31,14,19
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2008,PARAILI,501,0,19,39,47,47,60,51,51,32,37,33,36,29,12,5,3,0
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2009,SALUPANGKANG,833,0,28,69,64,69,69,71,72,76,57,55,57,61,35,17,17,16
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2010,SALUPANGKANG IV,224,10,15,21,25,11,19,26,17,19,17,14,10,6,3,4,4,3
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2011,TAPPILINA,354,0,13,43,35,25,33,26,25,23,32,18,35,17,14,5,7,3
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2012,BAMBAMANURUNG,388,0,14,38,50,33,36,33,24,34,38,28,25,18,11,4,0,2
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2013,SALULEKBO,1722,37,57,180,206,193,158,103,126,113,148,145,96,65,38,23,15,19
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2014,PANGALLOANG,777,0,47,92,82,88,81,64,62,55,51,49,27,26,26,9,6,12
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,2015,SINABATTA,460,0,27,57,41,44,57,40,27,26,33,31,35,18,9,5,6,4
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2001,KAROSSA,2824,32,113,278,350,308,310,196,183,212,220,180,189,102,60,44,24,23
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2002,TASOKKO,2281,43,125,261,228,303,284,176,143,144,131,131,108,69,55,38,22,20
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2003,LARA,947,0,38,69,86,130,128,91,81,60,70,60,33,40,19,20,9,13
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2004,KADAILA,869,0,39,79,71,81,85,88,61,49,64,50,64,50,36,23,14,15
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2005,KAYU CALLA,360,7,15,41,34,30,44,27,20,26,15,27,28,16,17,7,3,3
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2006,LEMBAH HOPO,513,0,35,71,43,68,48,48,33,29,21,36,26,21,15,12,2,5
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2007,BENGGAULU,802,0,40,100,85,83,83,85,62,56,52,64,58,18,11,2,1,2
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2008,SUKA MAJU,731,15,45,74,72,102,88,66,42,46,37,43,49,16,15,15,0,6
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2009,KAMBUNONG,1315,22,76,135,135,172,152,139,78,71,86,66,74,37,30,17,5,20
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2010,SALUBIRO,640,0,44,78,73,64,74,50,56,44,41,37,32,22,12,4,1,8
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,2011,SANJANGO,447,0,31,56,59,30,39,33,32,34,39,32,26,16,5,8,5,2
